,,carefully,"atención"
,,perceived,"perciban"
,,fights,"combates"
,,fights,"pelea"
,,combat,"combates"
,,casualties,"víctimas"
,,casualties,"bajas"
,,based,"basado"
,,based,"basados"
,,based,"basadas"
,,built,"basado"
,,built,"construir"
,,basis,"basado"
,,basis,"basados"
,,basis,"basadas"
,,basis,"base"
,,manifested,"manifestó"
,,fast,"rápido"
,,fast,"adelanta"
,,fast,"rápida"
,,fast,"rápidamente"
,,rapidly,"rápidamente"
,,quill,"pluma"
,,led,"conllevaron"
,,led,"dirigidos"
,,directed,"dirigidos"
,,addressed,"dirigidos"
,,hospitals,"hospital"
,,hospitals,"hospitales"
,,wards,"hospitales"
,,lands,"tierras"
,,highlands,"tierras"
,,gown,"vestido"
,,angles,"ángulo"
,,explore,"explorando"
,,explore,"explorar"
,,scouting,"explorando"
,,beat,"vencer"
,,beat,"ritmo"
,,beat,"pegar"
,,beat,"golpean"
,,beat,"derrotar"
,,beat,"vuelco"
,,defeating,"derrotar"
,,hello,"saludar"
,,stopped,"detuviera"
,,stopped,"cesaron"
,,stopped,"paró"
,,stopped,"detuvo"
,,stopped,"dejado"
,,mourn,"luto"
,,sociologist,"sociólogos"
,,scientists,"sociólogos"
,,credit,"tarjeta"
,,credit,"saldo"
,,bargain,"saldo"
,,bargain,"negociar"
,,resolve,"determinación"
,,determined,"decidido"
,,determined,"determinación"
,,considering,"teniendo"
,,considering,"considerando"
,,considering,"considerar"
,,embarrassing,"avergonzar"
,,demographic,"demográficas"
,,demographics,"demográficas"
,,demos,"demográficas"
,,freshman,"estudiante"
,,students,"estudiante"
,,students,"alumno"
,,points,"señala"
,,pointing,"señalar"
,,pointing,"apuntar"
,,pointing,"señala"
,,weekend,"semana"
,,weekend,"feriado"
,,eyes,"ojo"
,,eyeball,"globo"
,,eyeball,"ojo"
,,best,"mejores"
,,best,"mejor"
,,maybe,"vez"
,,maybe,"tal"
,,maybe,"mejor"
,,breakup,"ruptura"
,,breakup,"separación"
,,members,"miembros"
,,member,"miembros"
,,limbs,"miembros"
,,reports,"informe"
,,reports,"reporte"
,,file,"informe"
,,peoples,"pueblos"
,,peoples,"gentes"
,,folks,"familia"
,,folks,"gentes"
,,folks,"gente"
,,asking,"preguntar"
,,asked,"preguntar"
,,necessarily,"necesariamente"
,,necessary,"necesario"
,,necessary,"necesariamente"
,,really,"realidad"
,,really,"verdad"
,,really,"necesariamente"
,,really,"muy"
,,thunderstorm,"tormenta"
,,snowstorm,"tormenta"
,,exposed,"expuesta"
,,agriculture,"agricultura"
,,agriculture,"agricultural"
,,farming,"agricultura"
,,farming,"agrícolas"
,,farming,"agrícola"
,,broca,"broca"
,,rejection,"rechazo"
,,refusal,"rechazo"
,,refusal,"negativa"
,,gig,"concierto"
,,considerate,"considerado"
,,considerate,"considerados"
,,emerging,"emergentes"
,,emerging,"emergente"
,,rising,"resurge"
,,rising,"emergentes"
,,rising,"aumentando"
,,rising,"creciente"
,,rising,"emergente"
,,emergent,"emergentes"
,,emergent,"emergente"
,,consider,"consideró"
,,consider,"considerarse"
,,consider,"considera"
,,consider,"considerar"
,,consider,"consideraba"
,,says,"dice"
,,says,"afirma"
,,originally,"originario"
,,native,"originario"
,,keeping,"mantener"
,,keeping,"mantenido"
,,keeping,"mantienen"
,,keeping,"mantiene"
,,woods,"bosque"
,,exhibition,"exposición"
,,craftsmen,"artesanos"
,,craftspeople,"artesanos"
,,hoping,"esperanza"
,,hopes,"esperanza"
,,diseases,"enfermedades"
,,disease,"enfermedades"
,,illness,"enfermedades"
,,gives,"da"
,,juice,"naranja"
,,oranges,"naranja"
,,cue,"señal"
,,opera,"telenovela"
,,telenovela,"telenovela"
,,beijin,"beijin"
,,beijin,"pekín"
,,begging,"implorar"
,,begging,"mendigar"
,,begging,"suplicar"
,,begging,"rogar"
,,blowing,"soplar"
,,blew,"soplar"
,,ecological,"ecológicas"
,,ecological,"ecológico"
,,ecological,"ecológicos"
,,ecological,"ecológicamente"
,,suggestions,"sugestión"
,,suggestions,"sugerencia"
,,suggestibility,"sugestión"
,,populated,"poblado"
,,endeavors,"esfuerzos"
,,leverage,"influencia"
,,clout,"influencia"
,,yet,"áun"
,,yet,"aún"
,,yet,"embargo"
,,happening,"desforestación"
,,happening,"sucedido"
,,rules,"normas"
,,regulations,"normas"
,,sorry,"muchísimo"
,,ressources,"recuros"
,,stops,"recuros"
,,resurfaces,"resurge"
,,resurfaces,"resurja"
,,rises,"resurge"
,,rises,"aumentos"
,,engaged,"comprometer"
,,engaged,"comprometen"
,,compromising,"comprometer"
,,gum,"mascar"
,,accompanied,"acompañada"
,,wanted,"buscaba"
,,wanted,"querido"
,,darling,"cariño"
,,darling,"querido"
,,ringworm,"tiña"
,,dye,"tiña"
,,dyed,"tiña"
,,banks,"banco"
,,banks,"bank"
,,rcb,"bank"
,,sailing,"vela"
,,bands,"grupos"
,,newest,"nuevos"
,,delicate,"delicado"
,,delicate,"delicadas"
,,sensitive,"delicado"
,,sensitive,"delicadas"
,,dainty,"delicadas"
,,consecutive,"perpetuas"
,,skating,"patinar"
,,skating,"patín"
,,rollerblading,"patinar"
,,states,"unidos"
,,america,"unidos"
,,commissioner,"comisario"
,,sheriff,"comisario"
,,inspector,"comisario"
,,important,"importantes"
,,important,"importancia"
,,major,"mayor"
,,major,"principales"
,,major,"importantes"
,,big,"grandes"
,,big,"gran"
,,big,"importantes"
,,emboldened,"alentarse"
,,cultivate,"cultivar"
,,growing,"crecer"
,,growing,"creciendo"
,,growing,"aumentando"
,,growing,"creciente"
,,growing,"crecimiento"
,,growing,"cultivar"
,,accordingly,"consecuencia"
,,examination,"examen"
,,helps,"ayuda"
,,helpful,"ayuda"
,,loath,"reacios"
,,sunset,"atardecer"
,,sundown,"atardecer"
,,dusk,"atardecer"
,,pot,"hierba"
,,pot,"olla"
,,pot,"cacerola"
,,pot,"tarro"
,,pot,"cuenco"
,,pot,"yerba"
,,nineteenth,"xix"
,,xix,"xix"
,,examine,"examinar"
,,examining,"examinar"
,,centre,"centro"
,,disown,"renegar"
,,block,"esquina"
,,ridiculous,"realtivamente"
,,risen,"incrementado"
,,risen,"aumentado"
,,companies,"compañías"
,,companies,"petroleras"
,,companies,"empresas"
,,companies,"sociedades"
,,corporations,"compañías"
,,corporations,"empresas"
,,private,"soldado"
,,private,"particular"
,,trooper,"soldado"
,,recommendation,"recomendación"
,,commendation,"recomendación"
,,recommendations,"recomendación"
,,bliss,"gozo"
,,figured,"averiguado"
,,figured,"descubrió"
,,figured,"descubierto"
,,figured,"supusieron"
,,figured,"supuso"
,,kitchener,"jartum"
,,kept,"mantenido"
,,kept,"mantenidos"
,,kept,"evitó"
,,held,"mantenidos"
,,maintained,"mantenido"
,,maintained,"mantenidos"
,,crops,"cultivos"
,,crop,"cultivos"
,,usually,"generalmente"
,,usually,"suelen"
,,usually,"general"
,,usually,"normalmente"
,,accused,"acusado"
,,accused,"imputado"
,,defendant,"acusado"
,,defendant,"imputado"
,,quick,"rápido"
,,quick,"rápida"
,,service,"servicio"
,,service,"ceremonia"
,,ceremonies,"ceremonia"
,,arguing,"discutir"
,,handwriting,"letra"
,,lyrics,"letra"
,,loosen,"relajar"
,,chill,"relajar"
,,spent,"invertido"
,,spent,"gastan"
,,spent,"gastarse"
,,checked,"comprobado"
,,checked,"revisada"
,,checked,"revisado"
,,proven,"comprobado"
,,pills,"somníferos"
,,tablets,"somníferos"
,,challenging,"reto"
,,challenging,"retar"
,,lying,"mentir"
,,lying,"mentira"
,,lied,"mentir"
,,baking,"hornear"
,,baked,"hornear"
,,smoking,"humo"
,,smoking,"fumar"
,,smoking,"tabaco"
,,fumes,"humo"
,,panhandling,"mendigar"
,,cycle,"círculo"
,,steel,"hierro"
,,fist,"hierro"
,,somewhere,"parte"
,,somewhere,"sitio"
,,somewhere,"lugar"
,,site,"página"
,,site,"sitio"
,,causing,"causar"
,,trees,"árbol"
,,arbor,"árbol"
,,objection,"protesta"
,,protesting,"protesta"
,,protesting,"protestar"
,,takes,"lleva"
,,takes,"encarga"
,,handles,"encarga"
,,being,"ser"
,,being,"estar"
,,mainstream,"tradicionales"
,,ironic,"ironía"
,,ironically,"ironía"
,,lodger,"huésped"
,,dose,"dosis"
,,doses,"dosis"
,,dosage,"dosis"
,,doors,"puerta"
,,doors,"puertas"
,,gates,"puertas"
,,poetry,"poeta"
,,poets,"poeta"
,,disturbing,"alarmantes"
,,disturbing,"alarmante"
,,disturbing,"preocupante"
,,startling,"alarmantes"
,,startling,"alarmante"
,,tickets,"boleto"
,,fare,"boleto"
,,fare,"tiquete"
,,mess,"desastre"
,,wreck,"desastre"
,,beats,"supera"
,,beats,"bate"
,,beyond,"supera"
,,paycheck,"sueldo"
,,gave,"dieron"
,,gave,"dado"
,,gave,"dio"
,,gave,"diera"
,,gave,"demonstrar"
,,noticed,"dado"
,,facto,"facto"
,,actually,"realidad"
,,actually,"facto"
,,logically,"lógicamente"
,,naturally,"lógicamente"
,,naturally,"natural"
,,beautiful,"belleza"
,,looks,"ve"
,,looks,"belleza"
,,dealing,"lidiar"
,,dealing,"tratando"
,,crystal,"cristal"
,,cristal,"cristal"
,,adopt,"adopten"
,,adopted,"adopten"
,,traveling,"viajar"
,,nursing,"enfermeras"
,,nursing,"enfermera"
,,felt,"sentido"
,,less,"menos"
,,unless,"menos"
,,abakar,"darfur"
,,logging,"deforestación"
,,broken,"desglosó"
,,homeless,"techo"
,,homeless,"hogar"
,,wondering,"preguntarse"
,,costs,"coste"
,,costs,"costo"
,,planned,"planeado"
,,planned,"prevista"
,,planned,"previsto"
,,schedule,"prevista"
,,schedule,"previsto"
,,scheduled,"prevista"
,,scheduled,"previsto"
,,cardiac,"cardiacos"
,,cardiac,"cardíacos"
,,cardiac,"cardíacas"
,,heartbeat,"cardiacos"
,,heartbeat,"cardíacos"
,,raising,"criar"
,,raising,"alzar"
,,comforts,"confor"
,,comforts,"comfort"
,,well,"pues"
,,well,"comfort"
,,well,"también"
,,your,"las"
,,your,"suya"
,,your,"su"
,,your,"sus"
,,coleman,"basadas"
,,eating,"alimenticios"
,,eating,"comer"
,,lunch,"comida"
,,lunch,"comer"
,,riding,"montar"
,,walls,"muro"
,,walls,"pared"
,,downs,"bajadas"
,,drawn,"bajadas"
,,mainly,"principalmente"
,,primarily,"principalmente"
,,collapse,"derrumbe"
,,cave,"derrumbe"
,,kissing,"beso"
,,kissing,"besar"
,,kissed,"beso"
,,kissed,"besar"
,,ways,"costumbres"
,,ways,"tradiciones"
,,habits,"costumbres"
,,sweeping,"barrer"
,,wipe,"barrer"
,,oppressed,"oprimida"
,,downtrodden,"oprimida"
,,oppression,"oprimida"
,,shed,"arrojar"
,,no,"no"
,,no,"sin"
,,never,"no"
,,developmental,"desarrollo"
,,secretary,"ministro"
,,pm,"ministro"
,,rejoicing,"regocijo"
,,rejoice,"regocijo"
,,vessel,"nave"
,,vessel,"barco"
,,spaceship,"nave"
,,weight,"peso"
,,heavyweight,"peso"
,,forward,"ganas"
,,forward,"adelanta"
,,quadruple,"perpétuas"
,,purpose,"propósito"
,,purpose,"proposito"
,,purposely,"propósito"
,,paintbrush,"pincel"
,,paintbrush,"brocha"
,,brushwork,"pincel"
,,leadership,"líderes"
,,leadership,"dirigentes"
,,officials,"dirigentes"
,,bid,"oferta"
,,branch,"rama"
,,rama,"rama"
,,ram,"rama"
,,swimming,"nadar"
,,denying,"denegar"
,,denying,"negar"
,,railway,"tren"
,,railroad,"tren"
,,born,"nacido"
,,born,"nacimiento"
,,birthmark,"nacimiento"
,,shooting,"disparan"
,,shooting,"disparar"
,,shooting,"tiro"
,,enemies,"enemigo"
,,foe,"enemigo"
,,bias,"prejuicio"
,,prejudiced,"prejuicio"
,,leftovers,"sobras"
,,scraps,"sobras"
,,leftover,"sobrante"
,,leftover,"sobras"
,,slab,"losa"
,,tile,"losa"
,,losa,"losa"
,,sleepless,"desvelado"
,,awake,"desvelado"
,,revealed,"desvelado"
,,attitude,"actitud"
,,attitude,"caracter"
,,attitudes,"actitud"
,,buying,"comprar"
,,assumed,"supuso"
,,assumed,"supusieron"
,,incarcerated,"encarcelada"
,,incarcerated,"encarcelado"
,,jailed,"encarcelado"
,,airborne,"aire"
,,tart,"torta"
,,moved,"mover"
,,moved,"mudarse"
,,relationships,"relaciones"
,,relations,"relaciones"
,,sex,"relaciones"
,,fuels,"combustibles"
,,combustible,"combustibles"
,,separation,"separación"
,,split,"dividir"
,,split,"separación"
,,treating,"tratando"
,,restless,"inquieta"
,,uneasy,"inquieta"
,,provoked,"provocaron"
,,english,"inglaterra"
,,english,"latin"
,,us,"latin"
,,barbiturates,"barbitúricos"
,,tox,"barbitúricos"
,,barbiturate,"barbitúricos"
,,avoided,"evitó"
,,sting,"doler"
,,sadness,"tristeza"
,,sad,"tristeza"
,,attempting,"intentando"
,,failure,"fracasar"
,,failure,"fallo"
,,waiting,"espera"
,,waiting,"esperar"
,,olympic,"olimpíadas"
,,olympic,"olimpiadas"
,,olympic,"olímpicos"
,,olympians,"olímpicos"
,,heads,"cabeza"
,,designer,"diseño"
,,layout,"diseño"
,,biting,"morder"
,,tying,"atar"
,,tying,"amarrar"
,,shoulder,"codo"
,,turns,"resulta"
,,happens,"ocurre"
,,happens,"pase"
,,happens,"sucede"
,,happens,"resulta"
,,dawn,"albores"
,,beginning,"inicio"
,,beginning,"albores"
,,books,"libro"
,,textbook,"libro"
,,car,"vehículo"
,,car,"automovil"
,,car,"auto"
,,car,"coche"
,,memories,"memoria"
,,compel,"obligar"
,,layer,"capa"
,,cape,"cabo"
,,cape,"capa"
,,cloak,"capa"
,,dense,"densa"
,,dense,"densas"
,,dense,"densidad"
,,thick,"densa"
,,thick,"densas"
,,heavy,"densa"
,,quilt,"colcha"
,,quilt,"cobija"
,,bedspread,"colcha"
,,beef,"vaca"
,,beef,"carne"
,,mad,"vaca"
,,mad,"enojar"
,,mad,"enfado"
,,mad,"enfurecer"
,,mad,"enojo"
,,goal,"objetivo"
,,goal,"meta"
,,ceased,"cesaron"
,,puss,"gato"
,,jack,"gato"
,,sentenced,"sentenciado"
,,sentenced,"sentenciaron"
,,sentenced,"condenó"
,,sentenced,"condenaron"
,,oppose,"oponen"
,,oppose,"opongan"
,,opposed,"oponen"
,,opposed,"contraposición"
,,opposed,"opongan"
,,off,"suspender"
,,off,"descanso"
,,brains,"cerebro"
,,brainwashed,"cerebro"
,,sip,"trago"
,,engine,"máquina"
,,diversion,"diversión"
,,diversion,"divertimiento"
,,sayings,"dichos"
,,haig,"hague"
,,hayes,"hague"
,,fired,"disparado"
,,fired,"despedir"
,,digging,"cavar"
,,digging,"excavar"
,,excavate,"excavar"
,,turning,"resultando"
,,turning,"tornar"
,,please,"favor"
,,favor,"favor"
,,favor,"favorecen"
,,favour,"favor"
,,favour,"favorecen"
,,dental,"dentista"
,,dentistry,"dentista"
,,letters,"carta"
,,perhaps,"tal"
,,ward,"hospital"
,,ward,"ala"
,,slayers,"cazadoras"
,,slayer,"cazadoras"
,,migration,"migración"
,,immigration,"migración"
,,migrating,"migración"
,,urge,"necesidad"
,,urge,"impulso"
,,momentum,"impulso"
,,teaches,"enseña"
,,explain,"explicar"
,,explain,"explicación"
,,explaining,"explicar"
,,explaining,"explicación"
,,def,"definición"
,,hd,"definición"
,,noticing,"notar"
,,ringing,"timbrar"
,,ringing,"timbre"
,,stamp,"timbrar"
,,high,"alto"
,,high,"alta"
,,tall,"alto"
,,tall,"alta"
,,incentivize,"incentivar"
,,incentivise,"incentivar"
,,signs,"letrero"
,,signs,"constantes"
,,signs,"signo"
,,knowledge,"conocimiento"
,,knowledge,"cultura"
,,hire,"alquilar"
,,hire,"contratar"
,,hiring,"contratar"
,,hired,"contratar"
,,arts,"arte"
,,artwork,"arte"
,,complete,"completo"
,,completely,"completo"
,,beast,"animal"
,,animals,"animal"
,,arousal,"excitación"
,,excited,"excitación"
,,inviting,"invitar"
,,suspend,"suspender"
,,normally,"normalmente"
,,ordinarily,"normalmente"
,,backyard,"patio"
,,courtyard,"patio"
,,threat,"amenaza"
,,menace,"amenaza"
,,lese,"lesa"
,,fireball,"bola"
,,snowball,"nieve"
,,snowball,"bola"
,,speedboat,"lancha"
,,investment,"inversiones"
,,investment,"inversión"
,,investing,"inversiones"
,,small,"pequeña"
,,small,"pueblito"
,,small,"pequeñas"
,,tiny,"pequeña"
,,tiny,"pequeñas"
,,healthy,"salud"
,,guys,"tipos"
,,guys,"gente"
,,types,"tipos"
,,kinds,"tipos"
,,survive,"sobreviva"
,,survive,"sobrevivir"
,,survives,"sobreviva"
,,dismemberment,"desmembramiento"
,,dismembering,"desmembramiento"
,,na,"a"
,,na,"gustar"
,,amazed,"asombró"
,,amazed,"asombrado"
,,astonished,"asombró"
,,astonished,"asombrado"
,,shocked,"asombrado"
,,murdered,"asesinó"
,,murdered,"asesinado"
,,murdered,"asesinaba"
,,thoughtful,"considerado"
,,teardrop,"lágrima"
,,serape,"sarape"
,,shawl,"sarape"
,,shawshank,"perpétua"
,,south,"sudán"
,,rattlesnakes,"cascabel"
,,bubbles,"burbuja"
,,burbuja,"burbuja"
,,caring,"solidaridad"
,,happened,"sucedido"
,,happened,"paso"
,,happened,"ocurrido"
,,happened,"pasado"
,,angry,"enfurecer"
,,angry,"enojo"
,,angry,"enojar"
,,angry,"enfado"
,,piss,"enfurecer"
,,piss,"enojar"
,,mix,"confusión"
,,turmoil,"confusión"
,,form,"formar"
,,form,"forma"
,,shape,"adaptar"
,,shape,"forma"
,,shape,"figura"
,,behalf,"nombre"
,,names,"nombre"
,,behaving,"comportarse"
,,her,"la"
,,her,"su"
,,orderlies,"enfermeros"
,,paramedics,"enfermeros"
,,politician,"político"
,,human,"humanidad"
,,human,"humano"
,,humane,"humano"
,,honestly,"honestidad"
,,honest,"honestidad"
,,forgiving,"perdonar"
,,forgiveness,"perdonar"
,,closeted,"closet"
,,volunteer,"ofrecerse"
,,volunteering,"ofrecerse"
,,area,"región"
,,area,"zona"
,,country,"países"
,,country,"región"
,,country,"país"
,,country,"campo"
,,recklessness,"temeridad"
,,temerity,"temeridad"
,,reckless,"temeridad"
,,bookkeeper,"tenedor"
,,guaranteed,"garantizó"
,,guaranteed,"garantizaba"
,,guarantee,"garantizó"
,,guarantee,"garantizaba"
,,suing,"demandar"
,,permanent,"permanentes"
,,permanent,"permanentemente"
,,permanently,"permanentes"
,,permanently,"permanentemente"
,,backs,"espalda"
,,great,"maravilla"
,,great,"grandes"
,,great,"gran"
,,great,"buenas"
,,grand,"grandes"
,,grand,"gran"
,,color,"color"
,,colour,"color"
,,colored,"color"
,,kidding,"pelo"
,,kidding,"chiste"
,,kidding,"broma"
,,joking,"broma"
,,promoted,"ascendido"
,,ascended,"ascendido"
,,stable,"estable"
,,steady,"estable"
,,stabilized,"estable"
,,armies,"ejército"
,,civil,"públicos"
,,utilities,"públicos"
,,railing,"baranda"
,,rail,"baranda"
,,banister,"baranda"
,,cesar,"cesar"
,,caesar,"cesar"
,,cease,"cesar"
,,scene,"criminalístico"
,,motion,"movimiento"
,,increments,"incrementos"
,,freshness,"frescura"
,,nerve,"frescura"
,,nerve,"atrevimiento"
,,nerve,"coraje"
,,praying,"orar"
,,praying,"rezar"
,,prayer,"orar"
,,prayer,"rezar"
,,technology,"tecnológicos"
,,technology,"tecnología"
,,technology,"tecnologías"
,,tech,"tecnológicos"
,,tech,"tecnología"
,,tech,"tecnologías"
,,rhythm,"ritmo"
,,voted,"votar"
,,fruits,"fruta"
,,fruity,"fruta"
,,contacted,"contacto"
,,lower,"inferiores"
,,lower,"inferior"
,,bottom,"inferior"
,,bottom,"conclusión"
,,inferior,"inferiores"
,,inferior,"inferior"
,,safe,"seguridad"
,,safe,"caja"
,,safe,"seguro"
,,liked,"gustaba"
,,liked,"gustaban"
,,grecian,"griega"
,,grecian,"griego"
,,greece,"griega"
,,greece,"griego"
,,wrestle,"luchar"
,,sanitary,"sanitario"
,,team,"equipo"
,,equipment,"equipo"
,,crew,"banda"
,,crew,"equipo"
,,total,"totales"
,,totals,"totales"
,,growth,"crecimiento"
,,fellow,"compañeros"
,,mates,"compañeros"
,,declared,"declarado"
,,declared,"declaró"
,,explored,"exploraron"
,,explored,"explorado"
,,scanned,"exploraron"
,,scanned,"explorado"
,,scouted,"exploraron"
,,scouted,"explorado"
,,approximation,"aproximación"
,,approaching,"aproximación"
,,flying,"volar"
,,shock,"choque"
,,shock,"sorpresa"
,,shock,"impacto"
,,whistle,"term"
,,mitigate,"mitigarlo"
,,mitigate,"mitigar"
,,assuage,"mitigar"
,,ease,"mitigar"
,,carp,"carpa"
,,top,"principales"
,,top,"carpa"
,,top,"colmo"
,,top,"mejores"
,,top,"blusa"
,,stretch,"tramo"
,,stretch,"estirar"
,,flight,"tramo"
,,judging,"juzgar"
,,honeybee,"abeja"
,,bees,"abeja"
,,disrespect,"respeto"
,,disrespectful,"respeto"
,,everybody,"todos"
,,everybody,"mundo"
,,everyone,"todos"
,,everyone,"cada"
,,everyone,"mundo"
,,mate,"compañero"
,,roommate,"compañero"
,,toss,"aventar"
,,bold,"atrevimiento"
,,bride,"esposa"
,,workers,"trabajadores"
,,worker,"trabajador"
,,worker,"trabajadores"
,,plug,"enchufe"
,,socket,"enchufe"
,,outlet,"enchufe"
,,shell,"desembolsar"
,,swings,"cambios"
,,failing,"fracasar"
,,failing,"reprobar"
,,failing,"fallar"
,,flunk,"reprobar"
,,populace,"población"
,,frying,"sartén"
,,skillet,"sartén"
,,occurred,"produjo"
,,occurred,"ocurrido"
,,occurred,"produjeron"
,,greg,"gregg"
,,cregg,"cregg"
,,cregg,"gregg"
,,moonlight,"luna"
,,luna,"luna"
,,forcing,"forzar"
,,okay,"acuerdo"
,,okay,"bien"
,,remove,"sacate"
,,remove,"remover"
,,stir,"remover"
,,removing,"remover"
,,burns,"quema"
,,burns,"quemadura"
,,burning,"quema"
,,burning,"quemar"
,,tribunal,"tribunal"
,,courtroom,"tribunal"
,,complaint,"queja"
,,complaint,"quejarse"
,,complains,"queja"
,,complaining,"queja"
,,complaining,"quejarse"
,,root,"raíz"
,,bud,"raíz"
,,roots,"raíz"
,,direct,"dirigir"
,,pageant,"desfile"
,,ups,"subidas"
,,risqué,"subidas"
,,terrace,"terraza"
,,meds,"medicamentos"
,,drugs,"medicamentos"
,,medication,"medicamentos"
,,hierarchies,"jerarquías"
,,ranks,"jerarquías"
,,product,"productos"
,,product,"producto"
,,figment,"producto"
,,products,"productos"
,,products,"producto"
,,instead,"lugar"
,,hamper,"cesto"
,,bin,"cesto"
,,beijingn,"pequín"
,,clockwork,"reloj"
,,forever,"siempre"
,,ever,"siempre"
,,ever,"alguna"
,,claim,"afirma"
,,claim,"reclamar"
,,reclaim,"reclamar"
,,claiming,"reclamar"
,,knowing,"saber"
,,gon,"cigar"
,,gon,"gustar"
,,gon,"llover"
,,gon,"nevar"
,,bonds,"vínculos"
,,bonds,"lazos"
,,bonding,"unión"
,,bonding,"lazos"
,,insight,"perspicacia"
,,insight,"entendimiento"
,,enlightenment,"entendimiento"
,,windy,"viento"
,,winds,"viento"
,,hanging,"ahorcar"
,,hanging,"colgar"
,,hanged,"ahorcar"
,,halfway,"mitad"
,,condemn,"condenan"
,,condemn,"condenar"
,,convict,"condenan"
,,convict,"condenar"
,,feet,"pies"
,,toes,"pies"
,,mama,"mamá"
,,everything,"todo"
,,whole,"toda"
,,whole,"todo"
,,specifically,"concretamente"
,,namely,"concretamente"
,,concretely,"concretamente"
,,diminish,"disminuir"
,,lessen,"disminuir"
,,even,"aunque"
,,even,"inclusive"
,,even,"empatar"
,,even,"incluyendo"
,,even,"incluso"
,,even,"aún"
,,wage,"salario"
,,wage,"salarial"
,,wage,"salariales"
,,wages,"salario"
,,wages,"sueldos"
,,wages,"salarios"
,,told,"dicho"
,,told,"advertido"
,,told,"dijo"
,,told,"avisado"
,,confection,"confite"
,,sugarplum,"confite"
,,duck,"confite"
,,countdown,"conteo"
,,analyzing,"analizando"
,,testing,"analizando"
,,wants,"quiere"
,,sending,"enviar"
,,sending,"mandar"
,,sent,"enviar"
,,sent,"mandar"
,,sent,"enviado"
,,suppose,"suponer"
,,suppose,"supone"
,,clear,"desmarcado"
,,clear,"aclarar"
,,clear,"limpia"
,,clear,"limpiar"
,,clear,"limpias"
,,clarify,"aclarar"
,,afraid,"temas"
,,afraid,"temer"
,,afraid,"miedo"
,,afraid,"temor"
,,scared,"susto"
,,scared,"temer"
,,scared,"miedo"
,,rings,"anillo"
,,mumbling,"murmurar"
,,reduction,"reducción"
,,reduced,"reducción"
,,pack,"empaque"
,,pack,"paquete"
,,pack,"empaquetar"
,,packed,"empaque"
,,packing,"empaque"
,,packing,"empaquetar"
,,enterprises,"empresas"
,,suspicious,"sospechoso"
,,suspicious,"sospechosa"
,,suspected,"sospechoso"
,,suspected,"sospechosa"
,,any,"alguna"
,,salaries,"sueldos"
,,salaries,"salarios"
,,repair,"reparara"
,,fix,"soluciones"
,,fix,"reparara"
,,fix,"solucionará"
,,repaired,"reparara"
,,sack,"saco"
,,sack,"cama"
,,sounds,"murmullo"
,,retreat,"retirada"
,,retreat,"retiro"
,,streets,"calle"
,,changed,"varió"
,,changed,"cambió"
,,changed,"variado"
,,frightening,"atemorizar"
,,surge,"subida"
,,cars,"coche"
,,appears,"aparece"
,,after,"tras"
,,after,"después"
,,behind,"tras"
,,behind,"respalde"
,,emergencies,"emergencia"
,,distress,"emergencia"
,,fool,"engañar"
,,cheating,"engañar"
,,happy,"felicidad"
,,happy,"alegría"
,,feeling,"sentimiento"
,,feeling,"sentir"
,,musica,"musica"
,,tired,"exhausto"
,,behavioral,"comportamiento"
,,quiet,"agricultural"
,,transference,"transferencia"
,,transferring,"transferir"
,,transferring,"transferencia"
,,self,"auto"
,,self,"propia"
,,auto,"auto"
,,violence,"violencia"
,,violent,"violencia"
,,nonviolence,"violencia"
,,computer,"sistemas"
,,review,"revisión"
,,checkup,"revisión"
,,incidents,"incidente"
,,target,"objetivo"
,,target,"targeta"
,,objective,"objetivo"
,,retirement,"retiro"
,,futures,"futuro"
,,s,"s"
,,yeah,"sí"
,,yeah,"si"
,,yeah,"s"
,,yes,"sí"
,,yes,"si"
,,yes,"s"
,,thirty,"treinta"
,,success,"éxito"
,,successful,"éxito"
,,ace,"as"
,,apply,"aplican"
,,applied,"aplican"
,,applied,"aplicaron"
,,nice,"placer"
,,saving,"ahorrar"
,,saving,"salvar"
,,saved,"ahorrar"
,,saved,"salvar"
,,environmental,"ecologista"
,,environmental,"ambientales"
,,ambient,"ambientales"
,,strange,"raras"
,,strange,"rara"
,,strange,"extraña"
,,weird,"raras"
,,weird,"rara"
,,weird,"extraña"
,,furs,"pieles"
,,skins,"pieles"
,,fur,"pieles"
,,beliefs,"creencia"
,,counter,"barra"
,,pole,"barra"
,,pole,"palo"
,,selecting,"seleccionar"
,,theoretically,"teoría"
,,theories,"teoría"
,,slaughter,"matanza"
,,shaft,"tunel"
,,intel,"información"
,,info,"información"
,,stood,"paró"
,,fishing,"pescar"
,,including,"incluye"
,,including,"inclusive"
,,including,"incluyendo"
,,including,"incluso"
,,inclusive,"inclusive"
,,shadows,"sombra"
,,communities,"comunidades"
,,compounds,"comunidades"
,,corporal,"cabo"
,,imaginations,"imaginación"
,,ruled,"dictaminó"
,,state,"estado"
,,since,"desde"
,,emphasizes,"enfatiza"
,,emphasized,"enfatiza"
,,true,"cierto"
,,true,"ciertas"
,,talented,"talento"
,,talents,"talento"
,,concern,"preocupación"
,,worry,"preocupación"
,,concerns,"preocupación"
,,straitjacket,"camisa"
,,shirts,"camisa"
,,cuz,"primo"
,,primo,"primo"
,,lessons,"lección"
,,ratings,"índices"
