,Concept_ID,en,nl
,,moustache,"moustache"
,,sock,"sok"
,,sock,"sokkenla"
,,sock,"sokken"
,,excitement,"opwinding"
,,excitement,"opgewonden"
,,excitement,"spanning"
,,tension,"spanningen"
,,tension,"druk"
,,tension,"spanning"
,,mirror,"spiegel"
,,mirror,"spiegeltje"
,,mirror,"mirror"
,,regret,"heb"
,,regret,"spijt"
,,regret,"krijgen"
,,tale,"verhaal"
,,tale,"tale"
,,tale,"sprookje"
,,tail,"hielen"
,,tail,"volgen"
,,tail,"staart"
,,shape,"conditie"
,,shape,"staat"
,,shape,"vorm"
,,shape,"toe"
,,city,"stad"
,,city,"city"
,,city,"stadhuis"
,,stench,"geur"
,,stench,"stank"
,,stench,"stinkt"
,,pile,"berg"
,,pile,"stapel"
,,pile,"hoop"
,,rock,"rots"
,,rock,"rock"
,,rock,"steen"
,,stone,"stenen"
,,stone,"steen"
,,stone,"stone"
,,voice,"voice"
,,voice,"spraak"
,,voice,"stem"
,,voice,"voicemail"
,,vote,"stemmen"
,,vote,"stem"
,,vote,"stemming"
,,support,"steun"
,,support,"ondersteuning"
,,support,"steunen"
,,bull,"onzin"
,,bull,"stier"
,,bull,"koe"
,,bull,"bull"
,,silence,"stil"
,,silence,"zwijgen"
,,silence,"stilte"
,,chair,"voorzitter"
,,chair,"stoel"
,,chair,"rolstoel"
,,dust,"stof"
,,dust,"elfenstof"
,,dust,"dust"
,,fabric,"stof"
,,fabric,"weefsel"
,,fabric,"stoffen"
,,material,"stof"
,,material,"materiële"
,,material,"materiaal"
,,road,"onderweg"
,,road,"road"
,,road,"landkaart"
,,road,"weg"
,,road,"straat"
,,street,"street"
,,street,"overkant"
,,street,"straat"
,,beach,"beach"
,,beach,"strand"
,,beach,"strandhuis"
,,flow,"stroom"
,,flow,"stromen"
,,flow,"vloed"
,,flow,"vloeien"
,,flow,"stroming"
,,stream,"stroom"
,,stream,"rivier"
,,stream,"stroming"
,,stream,"beek"
,,piece,"strootje"
,,piece,"deel"
,,piece,"stuk"
,,piece,"vel"
,,piece,"stukje"
,,sugar,"sugar"
,,sugar,"suiker"
,,sugar,"liefje"
,,job,"taak"
,,job,"baan"
,,job,"werk"
,,job,"job"
,,language,"spraak"
,,language,"taalgebruik"
,,language,"taal"
,,language,"lichaamstaal"
,,cake,"taart"
,,cake,"makkie"
,,cake,"cake"
,,pie,"taart"
,,pie,"pie"
,,pie,"appeltaart"
,,tobacco,"tobacco"
,,tobacco,"tabak"
,,tobacco,"tabaksindustrie"
,,aunt,"tante"
,,aunt,"oudtante"
,,aunt,"oom"
,,cab,"taxi"
,,cab,"cabine"
,,cab,"taxichauffeur"
,,taxi,"taxi"
,,taxi,"taxichauffeur"
,,taxi,"taxichauffeurs"
,,sign,"teken"
,,sign,"handtekening"
,,sign,"tekenen"
,,sign,"bord"
,,token,"token"
,,token,"teken"
,,token,"blijk"
,,shortage,"gebrek"
,,shortage,"tekort"
,,shortage,"voedseltekort"
,,will,"testament"
,,will,"wil"
,,will,"zullen"
,,will,"zal"
,,tea,"drinken"
,,tea,"tea"
,,tea,"thee"
,,time,"keer"
,,time,"klok"
,,time,"moment"
,,time,"tijd"
,,time,"lang"
,,tiger,"tijger"
,,tiger,"tiger"
,,tiger,"tijgerhaai"
,,future,"toekomst"
,,future,"toekomstige"
,,future,"toekomstig"
,,refuge,"toevlucht"
,,refuge,"toevluchtsoord"
,,refuge,"schuilplaats"
,,tongue,"tong"
,,tongue,"taal"
,,tongue,"mond"
,,rope,"touwen"
,,rope,"strop"
,,rope,"touw"
,,tear,"scheur"
,,tear,"traan"
,,tear,"scheuren"
,,train,"train"
,,train,"trainen"
,,train,"trein"
,,pride,"trots"
,,pride,"pride"
,,pride,"hoogmoed"
,,proud,"trots"
,,proud,"trotse"
,,proud,"fier"
,,garden,"hof"
,,garden,"tuin"
,,garden,"garden"
,,twin,"tweelingbroer"
,,twin,"twin"
,,twin,"tweeling"
,,twins,"twins"
,,twins,"tweeling"
,,twins,"tweelingen"
,,delay,"vertragen"
,,delay,"uitstellen"
,,delay,"uitstel"
,,delay,"vertraging"
,,sale,"verkoop"
,,sale,"uitverkoop"
,,sale,"koop"
,,ability,"vermogen"
,,ability,"vaardigheid"
,,ability,"mogelijkheid"
,,ability,"gave"
,,skill,"vaardigheid"
,,skill,"talent"
,,skill,"vaardigheden"
,,vase,"vaasje"
,,vase,"vase"
,,vase,"vaas"
,,dad,"pa"
,,dad,"vader"
,,dad,"pap"
,,father,"vader"
,,father,"pater"
,,father,"paus"
,,father,"vaders"
,,pig,"zwijn"
,,pig,"varken"
,,pig,"pig"
,,field,"field"
,,field,"veld"
,,field,"krachtveld"
,,field,"grasveld"
,,change,"verandering"
,,change,"veranderen"
,,change,"wissel"
,,change,"verandert"
,,change,"wisselgeld"
,,change,"wisseling"
,,convention,"bijeenkomst"
,,convention,"verdrag"
,,convention,"congres"
,,convention,"conventie"
,,pain,"pijnstillers"
,,pain,"verdriet"
,,pain,"pijn"
,,sadness,"droefenis"
,,sadness,"verdriet"
,,sadness,"droefheid"
,,sorrow,"sorrow"
,,sorrow,"leed"
,,sorrow,"verdriet"
,,paint,"schilderen"
,,paint,"verf"
,,paint,"schilder"
,,story,"verhaaltje"
,,story,"liedje"
,,story,"verhaal"
,,story,"artikel"
,,birthday,"verjaardagsfeestje"
,,birthday,"verjaardag"
,,birthday,"jarig"
,,sell,"verkopen"
,,sell,"verkoop"
,,sell,"verkoopt"
,,shy,"schuw"
,,shy,"bang"
,,shy,"verlegen"
,,nurse,"verpleegster"
,,nurse,"zuster"
,,nurse,"verpleegkundige"
,,treason,"verraad"
,,treason,"landverraad"
,,treason,"hoogverraad"
,,surprise,"verassing"
,,surprise,"verrassing"
,,surprise,"verrassen"
,,difference,"verschil"
,,difference,"uit"
,,difference,"anders"
,,dirt,"vuil"
,,dirt,"viezigheid"
,,dirt,"aarde"
,,dirt,"modder"
,,enemy,"vijandelijke"
,,enemy,"vijandelijk"
,,enemy,"vijand"
,,finger,"vinger"
,,finger,"vingers"
,,finger,"middelvinger"
,,violin,"vioolmuziek"
,,violin,"viool"
,,violin,"vioolles"
,,flame,"vlam"
,,flame,"vuur"
,,flame,"vlammen"
,,meat,"meat"
,,meat,"gehaktbrood"
,,meat,"vlees"
,,wing,"vleugels"
,,wing,"wing"
,,wing,"vleugel"
,,fly,"vliegen"
,,fly,"vliegt"
,,fly,"vlieg"
,,airplane,"vliegtuig"
,,airplane,"toestel"
,,airplane,"vliegtuigje"
,,plane,"vliegtuig"
,,plane,"toestel"
,,plane,"vlucht"
,,butterfly,"vlinders"
,,butterfly,"butterfly"
,,butterfly,"vlinder"
,,flea,"vlooienmarkt"
,,flea,"rommelmarkt"
,,flea,"vlo"
,,curse,"vloek"
,,curse,"vervloek"
,,curse,"vervloeken"
,,spell,"betovering"
,,spell,"spellen"
,,spell,"vloek"
,,spell,"spreuk"
,,foot,"meter"
,,foot,"voet"
,,foot,"voeten"
,,bird,"vogel"
,,bird,"bird"
,,bird,"vogeltje"
,,bird,"arend"
,,example,"zo"
,,example,"voorbeeld"
,,example,"bijvoorbeeld"
,,advantage,"gebruik"
,,advantage,"misbruik"
,,advantage,"voordeel"
,,brow,"wenkbrauw"
,,brow,"wenkbrauwen"
,,brow,"voorhoofd"
,,forehead,"hoofd"
,,forehead,"voorhoofd"
,,forehead,"kop"
,,proposition,"voorstel"
,,proposition,"zakenvoorstel"
,,proposition,"aanbod"
,,progress,"voortgang"
,,progress,"vorderingen"
,,progress,"vooruitgang"
,,progress,"vordering"
,,advancement,"promotie"
,,advancement,"bevordering"
,,advancement,"vooruitgang"
,,fox,"fox"
,,fox,"vos"
,,fox,"foxtrot"
,,question,"vragen"
,,question,"vraag"
,,question,"ondervragen"
,,peace,"rustig"
,,peace,"rust"
,,peace,"vrede"
,,friend,"vrienden"
,,friend,"vriend"
,,friend,"vriendin"
,,female,"vrouwelijk"
,,female,"vrouw"
,,female,"vrouwelijke"
,,woman,"vrouw"
,,woman,"dame"
,,woman,"haar"
,,woman,"vrouwen"
,,fist,"fist"
,,fist,"vuist"
,,fist,"vuisten"
,,fire,"vlam"
,,fire,"vuur"
,,fire,"ontslaan"
,,fire,"brand"
,,worth,"waarde"
,,worth,"waard"
,,worth,"moeite"
,,value,"waardevol"
,,value,"waarde"
,,value,"waard"
,,truth,"waarheid"
,,truth,"eerlijk"
,,truth,"waar"
,,whale,"walvis"
,,whale,"orka"
,,whale,"whale"
,,cheek,"wang"
,,cheek,"wangen"
,,cheek,"kaak"
,,despair,"wanhopen"
,,despair,"wanhopig"
,,despair,"wanhoop"
,,warmth,"warmte"
,,warmth,"warme"
,,warmth,"warm"
,,water,"water"
,,water,"vaas"
,,water,"drinkwater"
,,water,"drinken"
,,wish,"wens"
,,wish,"willen"
,,wish,"wou"
,,world,"world"
,,world,"wereld"
,,world,"goud"
,,world,"aarde"
,,world,"werelds"
,,tool,"gereedschap"
,,tool,"werktuig"
,,tool,"instrument"
,,tool,"gebruiksvoorwerp"
,,west,"westen"
,,west,"westelijke"
,,west,"west"
,,science,"wetenschappelijk"
,,science,"wetenschap"
,,science,"science"
,,wheel,"wiel"
,,wheel,"stuur"
,,wheel,"rad"
,,knowledge,"wetenschap"
,,knowledge,"weet"
,,knowledge,"wijsheid"
,,knowledge,"weten"
,,knowledge,"kennis"
,,wisdom,"wijsheid"
,,wisdom,"wijs"
,,wisdom,"wijsheden"
,,wind,"eindigen"
,,wind,"lucht"
,,wind,"wind"
,,shop,"winkelen"
,,shop,"shop"
,,shop,"winkel"
,,shop,"zaak"
,,store,"groenteboer"
,,store,"winkel"
,,store,"zaak"
,,store,"supermarkt"
,,winter,"winters"
,,winter,"winterse"
,,winter,"winter"
,,wolf,"wolvin"
,,wolf,"wolven"
,,wolf,"wolf"
,,cloud,"wolken"
,,cloud,"wolk"
,,cloud,"cloud"
,,word,"bericht"
,,word,"praten"
,,word,"woord"
,,word,"gerucht"
,,word,"spreken"
,,word,"belofte"
,,word,"boodschap"
,,carrot,"carrot"
,,carrot,"wortelsap"
,,carrot,"wortel"
,,root,"limonade"
,,root,"wortel"
,,root,"root"
,,woods,"bossen"
,,woods,"bos"
,,woods,"woods"
,,woods,"woud"
,,revenge,"wreken"
,,revenge,"wraak"
,,revenge,"revenge"
,,vengeance,"vengeance"
,,vengeance,"wreken"
,,vengeance,"wraak"
,,grudge,"wraak"
,,grudge,"wrok"
,,grudge,"boos"
,,pocket,"broekzak"
,,pocket,"zak"
,,pocket,"zakken"
,,pocket,"wisselgeld"
,,sea,"sea"
,,sea,"zeebodem"
,,sea,"zee"
,,soap,"soap"
,,soap,"zeep"
,,soap,"soaps"
,,sail,"varen"
,,sail,"zeil"
,,sail,"zeilen"
,,certainty,"zeker"
,,certainty,"zekerheid"
,,certainty,"zekerheden"
,,security,"veiligheid"
,,security,"beveiliging"
,,security,"zekerheid"
,,security,"bewaking"
,,hospital,"hospitaal"
,,hospital,"ziekenhuis"
,,hospital,"hospital"
,,silk,"zijde"
,,silk,"silk"
,,silk,"zijden"
,,silver,"zilveren"
,,silver,"zilver"
,,silver,"silver"
,,summer,"zomerkamp"
,,summer,"zomer"
,,summer,"summer"
,,sun,"sun"
,,sun,"zonlicht"
,,sun,"zon"
,,sun,"zonsopkomst"
,,sun,"zonsopgang"
,,sin,"zondigen"
,,sin,"zonde"
,,sin,"zonden"
,,sin,"sin"
,,son,"jongen"
,,son,"knul"
,,son,"zoon"
,,son,"klootzak"
,,care,"schelen"
,,care,"zorgen"
,,care,"taai"
,,care,"uit"
,,care,"zorg"
,,salt,"zout"
,,salt,"zoute"
,,salt,"salt"
,,salt,"peper"
,,sister,"zuster"
,,sister,"zus"
,,sister,"zusje"
,,weakness,"zwakte"
,,weakness,"zwakke"
,,weakness,"zwakheid"
,,sweat,"zweet"
,,sweat,"zweten"
,,sweat,"druk"
,,keeper,"wachter"
,,guard,"wachter"
,,guardian,"wachter"
,,caused,"oorzaak"
,,causes,"oorzaak"
,,spring,"herfst"
,,bug,"insekt"
,,worry,"paniek"
,,worry,"zorgen"
,,worry,"insekt"
,,lumber,"hout"
,,timber,"hout"
,,selling,"verkoop"
,,flour,"bloem"
,,flowers,"bloem"
,,saint,"heilig"
,,bloc,"blok"
,,liability,"blok"
,,arrived,"aankomst"
,,eta,"aankomst"
,,evil,"kwaadheid"
,,evil,"kwaad"
,,mad,"kwaad"
,,angry,"boosheid"
,,angry,"kwaad"
,,brutality,"wreedheid"
,,savagery,"wreedheid"
,,desire,"wens"
,,wishes,"wens"
,,man,"reus"
,,man,"kerel"
,,man,"held"
,,man,"groenteman"
,,man,"oplichter"
,,table,"tafel"
,,dinner,"tafel"
,,tables,"tafel"
,,fingers,"vinger"
,,thunder,"bliksem"
,,lunar,"maan"
,,mystery,"raadsel"
,,puzzle,"raadsel"
,,cops,"politie"
,,cop,"politie"
,,results,"resultaat"
,,outcome,"resultaat"
,,hey,"oom"
,,grinder,"molen"
,,object,"gebruiksvoorwerp"
,,affect,"invloed"
,,impact,"invloed"
,,ants,"mier"
,,little,"mier"
,,little,"lammetje"
,,disrespect,"gebrek"
,,disrespect,"respect"
,,respects,"respect"
,,talking,"woord"
,,words,"woord"
,,embarrassment,"schaamte"
,,ashamed,"schaamte"
,,big,"groot"
,,big,"grootte"
,,great,"groot"
,,great,"slager"
,,large,"groot"
,,application,"formulier"
,,application,"aanmelding"
,,forms,"formulier"
,,headway,"vooruitgang"
,,bikes,"fiets"
,,delivery,"bestelling"
,,orders,"order"
,,orders,"bestelling"
,,purse,"tas"
,,briefcase,"tas"
,,balance,"draadje"
,,feel,"gevoel"
,,sense,"betekenis"
,,sense,"gevoel"
,,worker,"werkster"
,,cleaning,"werkster"
,,tunes,"muziek"
,,sure,"zekerheid"
,,rumor,"gerucht"
,,exchanging,"uitwisselen"
,,shears,"schaar"
,,scissor,"schaar"
,,bunny,"konijn"
,,rabbits,"konijn"
,,boots,"laars"
,,the,"den"
,,the,"thee"
,,the,"laars"
,,doc,"dokter"
,,dr,"dokter"
,,present,"huidig"
,,present,"geschenk"
,,present,"kado"
,,present,"cadeau"
,,godsend,"geschenk"
,,track,"rail"
,,track,"spoor"
,,railing,"rail"
,,faces,"gezicht"
,,sight,"oog"
,,sight,"gezicht"
,,overnight,"nacht"
,,guest,"gast"
,,childhood,"jeugd"
,,kids,"jeugd"
,,tails,"staart"
,,tails,"munt"
,,mint,"muntje"
,,mint,"munt"
,,dogs,"hond"
,,muddy,"modder"
,,eagles,"adelaar"
,,eagles,"arend"
,,motives,"motief"
,,jewel,"parel"
,,gem,"parel"
,,rooftop,"dak"
,,top,"dak"
,,hedges,"heg"
,,fence,"heg"
,,model,"voorbeeld"
,,sample,"voorbeeld"
,,legacy,"erfenis"
,,estate,"domein"
,,estate,"erfenis"
,,criminal,"misdadiger"
,,criminal,"crimineel"
,,felon,"misdadiger"
,,felon,"crimineel"
,,thug,"misdadiger"
,,longer,"lang"
,,slug,"kogel"
,,round,"rondje"
,,round,"kogel"
,,option,"keus"
,,options,"keus"
,,felony,"misdaad"
,,crimes,"misdaad"
,,necklace,"ketting"
,,chains,"ketting"
,,domestic,"huishoudhulp"
,,help,"huishoudhulp"
,,slaves,"slaaf"
,,enslaved,"slaaf"
,,stories,"verhaal"
,,disturbance,"rel"
,,incident,"rel"
,,hellhole,"hel"
,,hel,"hel"
,,sunrise,"zonsopkomst"
,,sunrise,"zonsopgang"
,,salute,"huidig"
,,natural,"natuur"
,,wildlife,"natuur"
,,choirs,"koren"
,,wheat,"koren"
,,wheat,"graan"
,,humans,"mensen"
,,men,"mensen"
,,significance,"betekenis"
,,station,"bureau"
,,station,"post"
,,odor,"geur"
,,odor,"reuk"
,,bust,"mislukking"
,,fail,"mislukking"
,,means,"inhoud"
,,rebellion,"opstand"
,,rebellion,"onlust"
,,uprising,"opstand"
,,revolt,"opstand"
,,den,"den"
,,throats,"keel"
,,throats,"strot"
,,place,"plaats"
,,place,"winkel"
,,place,"dorpje"
,,place,"ruimte"
,,place,"huis"
,,place,"dorp"
,,years,"jaar"
,,years,"eeuw"
,,beautiful,"schoonheid"
,,beautiful,"mooi"
,,gorgeous,"schoonheid"
,,share,"deel"
,,grace,"genade"
,,grace,"hertog"
,,god,"genade"
,,god,"hemel"
,,teacher,"meester"
,,lord,"heer"
,,lord,"meester"
,,crane,"kraan"
,,snows,"sneeuw"
,,snowfall,"sneeuw"
,,center,"midden"
,,center,"middelpunt"
,,center,"middelste"
,,midst,"midden"
,,switch,"wissel"
,,switch,"ruilen"
,,elementary,"elementair"
,,elemental,"elementair"
,,glass,"spiegel"
,,glass,"raam"
,,mirrors,"spiegel"
,,tune,"lied"
,,tune,"liedje"
,,songs,"lied"
,,home,"west"
,,home,"huis"
,,treachery,"verraad"
,,quiet,"mond"
,,quiet,"stilte"
,,quietly,"stilte"
,,blinded,"blind"
,,blindly,"blind"
,,clove,"knoflook"
,,cloves,"knoflook"
,,control,"macht"
,,winters,"winter"
,,wintertime,"winter"
,,schemer,"schemer"
,,peas,"erwt"
,,hole,"gat"
,,hole,"hol"
,,hole,"erwt"
,,rivers,"rivier"
,,ass,"gat"
,,ass,"katoen"
,,ass,"lijf"
,,bodies,"lichaam"
,,bodies,"lijf"
,,rights,"rechten"
,,right,"rechten"
,,right,"grondbeginsel"
,,throttle,"gas"
,,impressions,"impressie"
,,rendering,"impressie"
,,trait,"eigenschap"
,,squab,"duif"
,,globe,"wereld"
,,easy,"eenvoudig"
,,easy,"eenvoudigheid"
,,descriptions,"beschrijving"
,,describe,"beschrijving"
,,pay,"loon"
,,pay,"salaris"
,,paycheck,"salaris"
,,payback,"wraak"
,,fix,"herstellen"
,,fix,"herstel"
,,restore,"herstellen"
,,restore,"herstel"
,,recover,"herstellen"
,,sinning,"zondigen"
,,wicked,"zondigen"
,,sailing,"zeilen"
,,sails,"zeilen"
,,call,"beslissing"
,,call,"appel"
,,hose,"slang"
,,serpent,"slang"
,,wife,"muildier"
,,wife,"bruid"
,,wife,"vrouw"
,,events,"evenement"
,,tickets,"ticket"
,,tickets,"plaatsbewijs"
,,there,"plaatsbewijs"
,,weather,"klimaat"
,,environment,"klimaat"
,,underwear,"onderbroek"
,,underpants,"onderbroek"
,,panties,"onderbroek"
,,skirts,"rok"
,,heavy,"zwaar"
,,hard,"hard"
,,hard,"zwaar"
,,spice,"kruid"
,,weed,"kruid"
,,flare,"fakkel"
,,flare,"toorts"
,,tortured,"toorts"
,,port,"haven"
,,harbor,"haven"
,,bandit,"bandiet"
,,outlaw,"bandiet"
,,brigand,"bandiet"
,,extension,"uitstel"
,,stay,"uitstel"
,,embarrassed,"verlegen"
,,bashful,"verlegen"
,,registration,"aanmelding"
,,applications,"aanmelding"
,,answer,"oplossing"
,,sok,"sok"
,,stocking,"sok"
,,sugars,"suiker"
,,sweet,"suiker"
,,fruits,"fruit"
,,vegetables,"fruit"
,,attempted,"poging"
,,windows,"raam"
,,impressed,"indruk"
,,impress,"indruk"
,,clever,"slim"
,,vehicle,"auto"
,,truck,"auto"
,,fists,"vuist"
,,wrist,"vuist"
,,spare,"wisselgeld"
,,turned,"bleek"
,,turns,"bleek"
,,pale,"bleek"
,,blade,"mes"
,,blade,"blad"
,,your,"mes"
,,your,"elleboog"
,,your,"dij"
,,your,"jas"
,,mind,"gedachte"
,,mind,"hoofd"
,,mind,"mening"
,,mind,"geheugen"
,,heads,"hoofd"
,,interested,"interesse"
,,interested,"belangstelling"
,,lucky,"geluk"
,,cold,"verkoudheid"
,,cold,"griep"
,,colds,"verkoudheid"
,,chill,"verkoudheid"
,,majesty,"koningin"
,,majesty,"koning"
,,kings,"koning"
,,coming,"komst"
,,courageous,"moedig"
,,courage,"moedig"
,,divide,"verdelen"
,,split,"verdelen"
,,distribute,"verdelen"
,,underwater,"water"
,,waters,"water"
,,grot,"grots"
,,progression,"voortgang"
,,moving,"voortgang"
,,comfortable,"gemak"
,,uncomfortable,"gemak"
,,sanctuary,"toevluchtsoord"
,,drop,"uitwisseling"
,,drop,"daling"
,,salty,"zout"
,,saline,"zout"
,,vow,"eed"
,,pledge,"eed"
,,pledge,"belofte"
,,chimp,"aap"
,,offering,"offer"
,,clouds,"wolk"
,,wolk,"wolk"
,,bald,"adelaar"
,,shoes,"schoen"
,,weak,"zwakte"
,,weaknesses,"zwakheid"
,,weaknesses,"zwakte"
,,flask,"fles"
,,scotch,"fles"
,,agreement,"verdrag"
,,agreement,"overeenkomst"
,,one,"middelste"
,,boob,"borst"
,,frock,"japon"
,,downtown,"stad"
,,closet,"kast"
,,cupboard,"kast"
,,cabinet,"kast"
,,enemies,"vijand"
,,foe,"vijand"
,,reminder,"herinnering"
,,remember,"herinnering"
,,created,"schepping"
,,created,"creatie"
,,creature,"schepping"
,,creature,"creatie"
,,lodger,"huurder"
,,flying,"vliegen"
,,flying,"vlieg"
,,flies,"vliegen"
,,panicked,"paniek"
,,warm,"warmte"
,,walls,"wand"
,,walls,"muur"
,,drywall,"muur"
,,tie,"vastbinden"
,,up,"zeep"
,,up,"vastbinden"
,,tying,"vastbinden"
,,tabak,"tabak"
,,baccy,"tabak"
,,rugged,"ruig"
,,shot,"kans"
,,mate,"maat"
,,buddy,"vriend"
,,buddy,"maat"
,,lies,"leugen"
,,lying,"leugen"
,,color,"kleur"
,,colors,"kleur"
,,cycles,"cyclus"
,,loop,"cirkel"
,,loop,"cyclus"
,,garbage,"afval"
,,garbage,"vuilnis"
,,educational,"educatie"
,,educate,"educatie"
,,gentile,"heiden"
,,dancing,"dansen"
,,dancing,"dans"
,,do,"wind"
,,do,"dans"
,,a,"verpleegster"
,,nurses,"verpleegster"
,,substance,"stof"
,,loud,"hard"
,,loud,"lawaai"
,,racket,"lawaai"
,,vogel,"vogel"
,,birds,"vogel"
,,worried,"zorgen"
,,take,"regel"
,,take,"zorgen"
,,take,"masker"
,,take,"pak"
,,take,"zorg"
,,take,"strijken"
,,take,"taai"
,,groom,"bruid"
,,ffor,"muildier"
,,hide,"huid"
,,flesh,"huid"
,,flesh,"vlees"
,,stand,"bankje"
,,stand,"stand"
,,score,"stand"
,,hold,"stand"
,,peer,"peer"
,,away,"afstand"
,,away,"weg"
,,away,"wegkwijnen"
,,range,"afstand"
,,grain,"graan"
,,shut,"snoer"
,,shut,"mond"
,,keel,"keel"
,,kind,"vorm"
,,kind,"aard"
,,kind,"aardig"
,,character,"aard"
,,character,"figuur"
,,glory,"roem"
,,famous,"beroemd"
,,famous,"roem"
,,fuss,"drukte"
,,pressed,"drukte"
,,pushed,"drukte"
,,ironing,"strijken"
,,grocer,"groenteman"
,,sacrifices,"opoffering"
,,sacrificing,"opoffering"
,,sacrificing,"opofferen"
,,short,"tekort"
,,lately,"recent"
,,lately,"tijd"
,,while,"tijd"
,,sales,"uitverkoop"
,,out,"weg"
,,out,"zeil"
,,out,"uitverkoop"
,,back,"steun"
,,back,"achterbak"
,,back,"kofferbak"
,,back,"steegje"
,,appreciate,"prijs"
,,magazine,"blad"
,,leaf,"rietje"
,,leaf,"blad"
,,influenza,"griep"
,,loss,"nederlaag"
,,loss,"verlies"
,,defeated,"verslagen"
,,defeated,"nederlaag"
,,tarp,"zeil"
,,hay,"stro"
,,straws,"strootje"
,,straws,"rietje"
,,straws,"stro"
,,cool,"stoer"
,,badass,"stoer"
,,lam,"lam"
,,drunk,"lam"
,,aversion,"afkeer"
,,loathing,"afkeer"
,,sleeves,"mouw"
,,planning,"plan"
,,going,"zullen"
,,going,"zal"
,,going,"plan"
,,outrage,"schandaal"
,,disgrace,"schandaal"
,,medallion,"medaille"
,,medals,"medaille"
,,boom,"boom"
,,trees,"boom"
,,confess,"bekentenis"
,,confess,"biecht"
,,confessions,"biecht"
,,valuable,"waarde"
,,eyes,"oog"
,,tire,"wiel"
,,wheels,"wiel"
,,farmhouse,"boerderij"
,,ranch,"boerderij"
,,daybreak,"dageraad"
,,light,"dageraad"
,,light,"kaars"
,,good,"deugd"
,,good,"sterkte"
,,good,"mooi"
,,good,"waard"
,,glad,"deugd"
,,sisters,"zuster"
,,trains,"trein"
,,kid,"zoon"
,,kid,"meisje"
,,kid,"jongen"
,,kid,"knul"
,,kid,"dochter"
,,strain,"keten"
,,strain,"stam"
,,of,"keten"
,,owns,"eigenaar"
,,owns,"bezit"
,,own,"eigenaar"
,,own,"bezit"
,,bad,"jammer"
,,bad,"bad"
,,sorry,"meelij"
,,sorry,"jammer"
,,sorry,"medelijden"
,,sorry,"spijt"
,,few,"paar"
,,some,"sap"
,,some,"paar"
,,some,"thee"
,,bulkhead,"wand"
,,dye,"verf"
,,paints,"verf"
,,weird,"raar"
,,weird,"vreemd"
,,strange,"raar"
,,strange,"vreemd"
,,novel,"boek"
,,books,"boek"
,,sound,"geluid"
,,sounds,"geluid"
,,umbrellas,"paraplu"
,,brolly,"paraplu"
,,dates,"datum"
,,proudly,"trots"
,,lend,"leen"
,,borrow,"leen"
,,bro,"broer"
,,brothers,"broer"
,,down,"grond"
,,crayon,"potlood"
,,pencils,"potlood"
,,get,"regel"
,,get,"pak"
,,arts,"kunst"
,,artwork,"kunst"
,,dean,"deken"
,,deacon,"deken"
,,surprised,"verrassing"
,,treat,"verrassing"
,,cows,"koe"
,,fleece,"vacht"
,,please,"attentie"
,,hut,"attentie"
,,lose,"verlies"
,,losing,"verlies"
,,flooding,"overstroming"
,,floods,"overstroming"
,,based,"basis"
,,sunshine,"zon"
,,sunlight,"zon"
,,cages,"kooi"
,,papers,"papier"
,,papers,"krant"
,,suck,"pijp"
,,blow,"pijp"
,,alleyway,"steeg"
,,alleyway,"steegje"
,,fairy,"sprookje"
,,fairytale,"sprookje"
,,brick,"steen"
,,deal,"overeenkomst"
,,match,"overeenkomst"
,,honestly,"eerlijk"
,,odds,"oneven"
,,wiretap,"tap"
,,wang,"wang"
,,queens,"koningin"
,,shit,"troep"
,,mess,"troep"
,,crap,"troep"
,,crap,"onzin"
,,crap,"nonsens"
,,hats,"hoed"
,,rate,"rente"
,,vig,"rente"
,,pop,"pop"
,,shall,"zullen"
,,mark,"teken"
,,mark,"litteken"
,,scars,"litteken"
,,feet,"voet"
,,mustache,"snor"
,,stache,"snor"
,,handgun,"pistool"
,,think,"geloof"
,,trust,"vertrouwen"
,,trust,"geloof"
,,kidding,"grap"
,,kidding,"grapje"
,,joking,"grapje"
,,inks,"inkt"
,,toner,"inkt"
,,vic,"slachtoffer"
,,victims,"slachtoffer"
,,knights,"ridder"
,,chevalier,"ridder"
,,capt,"kapitein"
,,known,"geweten"
,,knew,"geweten"
,,opinions,"opinie"
,,opinions,"mening"
,,perception,"opinie"
,,resentment,"wrok"
,,grudges,"wrok"
,,skinny,"dun"
,,dun,"dun"
,,admission,"entree"
,,admission,"bekentenis"
,,penitentiary,"gevangenis"
,,been,"been"
,,teaching,"onderwijs"
,,school,"opleiding"
,,school,"onderwijs"
,,simple,"eenvoudig"
,,simple,"eenvoud"
,,simple,"simpelheid"
,,simply,"eenvoudig"
,,factory,"fabriek"
,,plant,"fabriek"
,,novelist,"auteur"
,,novelist,"schrijver"
,,kin,"kin"
,,chins,"kin"
,,make,"zorg"
,,make,"opofferen"
,,edel,"edel"
,,precious,"edel"
,,bullshit,"onzin"
,,bullshit,"nonsens"
,,daddy,"vader"
,,soaps,"zeep"
,,doom,"noodlot"
,,penny,"muntje"
,,poor,"schaap"
,,movies,"film"
,,estimated,"schatting"
,,guess,"schatting"
,,gravy,"saus"
,,sausage,"saus"
,,overcoat,"overjas"
,,greatcoat,"overjas"
,,grass,"gazon"
,,grass,"grasveld"
,,syringe,"naald"
,,leo,"leeuw"
,,beast,"leeuw"
,,tong,"tong"
,,tongues,"tong"
,,deception,"bedrieging"
