,Concept_ID,en,de
,,against,"dagegen"
,,against,"gegen"
,,against,"die"
,,against,"der"
,,backing,"unterstützung"
,,backing,"unterstützte"
,,backing,"rückendeckung"
,,backing,"unterstützt"
,,backing,"die"
,,backing,"unterstützen"
,,policy,"police"
,,policy,"das"
,,policy,"vorgehens"
,,policy,"die"
,,policy,"versicherungspolice"
,,policy,"politik"
,,policy,"verhalten"
,,policy,"beratertätigkeit"
,,protest,"protestiert"
,,protest,"protestieren"
,,protest,"demonstrieren"
,,protest,"protestiere"
,,protest,"protest"
,,his,"dessen"
,,his,"seine"
,,his,"colin"
,,his,"spielbergs"
,,his,"ihm"
,,his,"sein"
,,his,"seiner"
,,his,"seinem"
,,his,"seinen"
,,his,"seines"
,,withdrawal,"absage"
,,withdrawal,"entzug"
,,withdrawal,"auftritt"
,,withdrawal,"protest"
,,withdrawal,"rücktritt"
,,withdrawal,"rückzug"
,,withdrawal,"abreise"
,,withdrawal,"sie"
,,withdrawal,"entzugserscheinungen"
,,withdrawal,"rückbezug"
,,withdrawal,"aktion"
,,withdrawal,"der"
,,comes,"er"
,,comes,"eine"
,,comes,"entstammt"
,,comes,"angeht"
,,comes,"geht"
,,comes,"drifft"
,,comes,"kommt"
,,comes,"ist"
,,comes,"geschieht"
,,comes,"folgt"
,,comes,"erfolgte"
,,comes,"erfolgt"
,,comes,"zusammen"
,,comes,"steht"
,,comes,"erklärte"
,,comes,"reaktion"
,,again,"wieder"
,,again,"einmal"
,,again,"erneuten"
,,again,"erneut"
,,again,"erneute"
,,again,"noch"
,,again,"erneutes"
,,again,"nochmal"
,,fighting,"kampf"
,,fighting,"bekämpft"
,,fighting,"gegen"
,,fighting,"dem"
,,fighting,"kämpfen"
,,fighting,"konflikts"
,,fighting,"kampfes"
,,fighting,"kämpfe"
,,fighting,"streiten"
,,fighting,"sträuben"
,,fighting,"bekämpfen"
,,fighting,"den"
,,fighting,"kämpft"
,,fighting,"der"
,,china,"des"
,,china,"porzellan"
,,china,"chinesische"
,,china,"peking"
,,china,"die"
,,china,"chinas"
,,china,"china"
,,china,"regierung"
,,china,"chinesischen"
,,china,"von"
,,china,"landes"
,,china,"der"
,,embarrass,"missmut"
,,embarrass,"eine"
,,embarrass,"blamage"
,,embarrass,"bringt"
,,embarrass,"gegenüber"
,,embarrass,"peinlich"
,,embarrass,"zum"
,,embarrass,"für"
,,embarrass,"bringen"
,,embarrass,"öffentlich"
,,embarrass,"verlegenheit"
,,embarrass,"bloßstellen"
,,embarrass,"zu"
,,embarrass,"in"
,,embarrass,"sein"
,,embarrass,"ausdruck"
,,embarrass,"seinen"
,,embarrass,"blamieren"
,,which,"dieser"
,,which,"dies"
,,which,"chinesische"
,,which,"die"
,,which,"beruhende"
,,which,"unter"
,,which,"regierung"
,,which,"land"
,,which,"von"
,,which,"der"
,,which,"denn"
,,which,"was"
,,which,"das"
,,which,"china"
,,which,"welche"
,,which,"wodurch"
,,which,"deren"
,,negative,"negative"
,,negative,"negativ"
,,negative,"negativen"
,,negative,"kritische"
,,having,"aufkommen"
,,having,"seiner"
,,having,"pflegt"
,,having,"hat"
,,having,"habe"
,,having,"haben"
,,close,"enge"
,,close,"engen"
,,close,"nahe"
,,close,"eng"
,,close,"nähe"
,,close,"schließen"
,,close,"schließt"
,,close,"nah"
,,ties,"verbindungen"
,,ties,"beziehungen"
,,ties,"krawatten"
,,ties,"die"
,,ties,"verbindung"
,,ties,"beziehung"
,,ties,"zusammenarbeit"
,,ties,"den"
,,ties,"bündnisse"
,,ties,"der"
,,sudanese,"sudan"
,,sudanese,"sudanesischen"
,,sudanese,"sudanesische"
,,sudanese,"sudanesen"
,,sudanese,"sudanesiische"
,,sudanese,"sudaniesischen"
,,halt,"verschluss"
,,halt,"stopp"
,,halt,"unter"
,,halt,"gehalten"
,,halt,"halt"
,,halt,"vermeiden"
,,halt,"verringern"
,,halt,"unterbinden"
,,halt,"beschwichtigen"
,,halt,"verhindern"
,,halt,"zu"
,,halt,"begrenzen"
,,halt,"stoppen"
,,halt,"gerne"
,,halt,"verbergen"
,,halt,"mindern"
,,halt,"stehen"
,,halt,"einzugrenzen"
,,halt,"kompensieren"
,,extensive,"große"
,,extensive,"erhebliche"
,,extensive,"ausführliche"
,,extensive,"umfang"
,,extensive,"viel"
,,extensive,"sehr"
,,extensive,"enorm"
,,extensive,"in"
,,extensive,"großem"
,,extensive,"stil"
,,extensive,"umfangreich"
,,extensive,"hohe"
,,extensive,"großen"
,,extensive,"im"
,,extensive,"umfangreiche"
,,investments,"investment"
,,investments,"investments"
,,investments,"investitionen"
,,investments,"investiert"
,,has,"tätigt"
,,has,"hat"
,,has,"hatte"
,,has,"ist"
,,has,"vorgenommen"
,,has,"getätigt"
,,has,"muss"
,,has,"befindet"
,,maintains,"hält"
,,maintains,"dem"
,,maintains,"überzeugt"
,,maintains,"betont"
,,maintains,"der"
,,maintains,"auf"
,,maintains,"besteht"
,,maintains,"dennoch"
,,maintains,"er"
,,maintains,"aufrecht"
,,maintains,"haltung"
,,maintains,"unerhält"
,,maintains,"ist"
,,maintains,"seiner"
,,maintains,"steht"
,,maintains,"auch"
,,maintains,"erklärt"
,,maintains,"bleibt"
,,maintains,"geht"
,,maintains,"bei"
,,maintains,"beharrt"
,,maintains,"hat"
,,maintains,"dabei"
,,maintains,"meinung"
,,maintains,"unterhält"
,,maintains,"pflegt"
,,maintains,"behält"
,,maintains,"aus"
,,maintains,"behauptet"
,,maintains,"davon"
,,maintains,"darauf"
,,maintains,"standpunkt"
,,maintains,"findet"
,,maintains,"erhält"
,,links,"verbindet"
,,links,"eine"
,,links,"verbindungen"
,,links,"seine"
,,links,"links"
,,links,"beziehungen"
,,links,"verbindung"
,,includes,"an"
,,includes,"auch"
,,includes,"sitzt"
,,includes,"ein"
,,includes,"gehört"
,,includes,"mit"
,,includes,"beinhaltet"
,,includes,"zu"
,,includes,"in"
,,includes,"ist"
,,includes,"schließt"
,,includes,"sich"
,,includes,"befindet"
,,minister,"ministers"
,,minister,"premierminister"
,,minister,"pfarrer"
,,minister,"minister"
,,minister,"ministertreffen"
,,minister,"der"
,,international,"internationalen"
,,international,"internationale"
,,international,"international"
,,international,"staatengemeinschaft"
,,hague,"hague"
,,hague,"haager"
,,hague,"haag"
,,hague,"wurde"
,,crimes,"kriegsverbrechen"
,,crimes,"verbrechens"
,,crimes,"gewaltverbrechen"
,,crimes,"verbrechen"
,,humanity,"menschlickeit"
,,humanity,"menschen"
,,humanity,"menschheit"
,,humanity,"menschenrechte"
,,humanity,"die"
,,humanity,"menschlichkeit"
,,charged,"wird"
,,charged,"eine"
,,charged,"vorgeworfen"
,,charged,"beschuldigt"
,,charged,"verantworten"
,,charged,"die"
,,charged,"wurde"
,,charged,"beauftragt"
,,charged,"werden"
,,charged,"sich"
,,charged,"verurteilt"
,,charged,"anklagepunkten"
,,charged,"für"
,,charged,"anklage"
,,charged,"muss"
,,charged,"der"
,,charged,"schuldig"
,,charged,"geladen"
,,charged,"befunden"
,,charged,"ist"
,,charged,"einhaltung"
,,charged,"sind"
,,charged,"angeklagt"
,,charged,"erwartet"
,,emphasizing,"wird"
,,emphasizing,"er"
,,emphasizing,"wieder"
,,emphasizing,"hervorhebt"
,,emphasizing,"betonung"
,,emphasizing,"betonen"
,,emphasizing,"immer"
,,emphasizing,"betonte"
,,emphasizing,"spielberg"
,,emphasizing,"wie"
,,emphasizing,"betont"
,,khartoum,"hauptstadt"
,,khartoum,"khartum"
,,khartoum,"khartoum"
,,khartoum,"die"
,,khartoum,"sudanesische"
,,khartoum,"chartum"
,,bulk,"großteil"
,,bulk,"mengen"
,,bulk,"masse"
,,bulk,"hauptteil"
,,responsibility,"verantwortung"
,,responsibility,"verantwortlich"
,,responsibility,"pflicht"
,,responsibility,"verantworten"
,,responsibility,"hauptverantwortung"
,,these,"diesen"
,,these,"den"
,,these,"das"
,,these,"die"
,,these,"diese"
,,ongoing,"derzeitigen"
,,ongoing,"aktuellen"
,,ongoing,"andauernden"
,,ongoing,"laufende"
,,ongoing,"laufen"
,,ongoing,"gehen"
,,ongoing,"andauernde"
,,ongoing,"weiter"
,,ongoing,"immer"
,,ongoing,"noch"
,,ongoing,"anhaltenden"
,,ongoing,"laufenden"
,,ongoing,"fortlaufenden"
,,atrocities,"gewalt"
,,atrocities,"gräueltaten"
,,atrocities,"abscheulichkeiten"
,,atrocities,"grausamkeiten"
,,atrocities,"greueltaten"
,,bears,"trägt"
,,bears,"liegt"
,,bears,"bären"
,,bears,"bei"
,,bears,"bears"
,,bears,"hat"
,,bears,"daran"
,,community,"gemeinde"
,,community,"gesellschaft"
,,community,"gemeinschaften"
,,community,"gemeinschaft"
,,community,"staatengemeinschaft"
,,community,"community"
,,particularly,"besonders"
,,particularly,"sehr"
,,particularly,"hier"
,,particularly,"vor"
,,particularly,"allem"
,,particularly,"insbesondere"
,,more,"eher"
,,more,"traditioneller"
,,more,"sozialer"
,,more,"häufiger"
,,more,"besserer"
,,more,"besseres"
,,more,"zunehmend"
,,more,"höher"
,,more,"schwieriger"
,,more,"größere"
,,more,"bessere"
,,more,"höhere"
,,more,"alarmierender"
,,more,"weitere"
,,more,"noch"
,,more,"schlimmer"
,,more,"teurer"
,,more,"neue"
,,more,"seltener"
,,more,"stärker"
,,more,"mehr"
,,do,"versuchen"
,,do,"legen"
,,do,"zögern"
,,do,"keine"
,,do,"ob"
,,do,"umsetzen"
,,do,"veranlassen"
,,do,"arbeiten"
,,do,"ausmacht"
,,do,"spielen"
,,do,"verursachen"
,,do,"ermutigen"
,,do,"lassen"
,,do,"erstellen"
,,do,"handeln"
,,do,"getan"
,,do,"dazu"
,,do,"reagieren"
,,do,"ist"
,,do,"beitragen"
,,do,"sei"
,,do,"vorgenommen"
,,do,"tätigen"
,,do,"treiben"
,,do,"tun"
,,do,"helfen"
,,do,"machen"
,,do,"sich"
,,do,"schaffen"
,,do,"wollen"
,,do,"betreiben"
,,do,"übernehmen"
,,do,"bewirkt"
,,do,"verfügen"
,,do,"leisten"
,,do,"dafür"
,,do,"soll"
,,do,"absitzen"
,,do,"engagieren"
,,do,"betragen"
,,do,"einsitzen"
,,do,"rechnen"
,,do,"unternehmen"
,,should,"sollten"
,,should,"sollen"
,,should,"dürfte"
,,should,"soll"
,,should,"sollte"
,,should,"dürfen"
,,should,"müsse"
,,should,"muss"
,,suffering,"litt"
,,suffering,"gelitten"
,,suffering,"leid"
,,suffering,"leidet"
,,suffering,"leids"
,,suffering,"leiden"
,,end,"ende"
,,end,"ein"
,,end,"setzen"
,,end,"beenden"
,,end,"zu"
,,end,"letztendlich"
,,end,"bereiten"
,,end,"enden"
,,majority,"meisten"
,,majority,"überwiegende"
,,majority,"großteils"
,,majority,"mehrheit"
,,majority,"großteil"
,,majority,"mehrzahl"
,,hunter,"vom"
,,hunter,"jagen"
,,hunter,"hunter"
,,hunter,"kopfgeldjäger"
,,hunter,"leben"
,,hunter,"die"
,,hunter,"jägern"
,,hunter,"jäger"
,,gatherer,"blutsammlerin"
,,gatherer,"sammler"
,,gatherer,"sammlern"
,,are,"wird"
,,are,"gibt"
,,are,"folgen"
,,are,"vor"
,,are,"geht"
,,are,"neigen"
,,are,"liegen"
,,are,"werden"
,,are,"sich"
,,are,"beschreitet"
,,are,"wollen"
,,are,"müssen"
,,are,"besteht"
,,are,"sollen"
,,are,"übersteigen"
,,are,"verfügen"
,,are,"bist"
,,are,"leben"
,,are,"handelt"
,,are,"ist"
,,are,"sie"
,,are,"waren"
,,are,"sind"
,,are,"möchten"
,,are,"verhalten"
,,are,"befinden"
,,are,"funktionieren"
,,are,"gelten"
,,are,"sitzen"
,,are,"kommen"
,,nomadic,"nomadischen"
,,nomadic,"lebensweise"
,,nomadic,"nomadisch"
,,nomadic,"nomadenstämme"
,,nomadic,"umherziehende"
,,nomadic,"als"
,,nomadic,"gruppen"
,,nomadic,"einer"
,,nomadic,"lebensstil"
,,nomadic,"nomaden"
,,nomadic,"nomadentum"
,,nomadic,"einem"
,,difficult,"besonders"
,,difficult,"schwieriger"
,,difficult,"schwierig"
,,difficult,"schwerfällt"
,,difficult,"schwer"
,,difficult,"schwierige"
,,settled,"geklärt"
,,settled,"sesshaft"
,,settled,"erledigt"
,,settled,"geregelt"
,,settled,"seßhaft"
,,settled,"ansiedlung"
,,resources,"mittel"
,,resources,"ressourcen"
,,resources,"personalabteilung"
,,resources,"resourcen"
,,resources,"nahrungsvorkommen"
,,resources,"natürlichen"
,,region,"gebiet"
,,region,"gegend"
,,region,"region"
,,quickly,"rasch"
,,quickly,"schneller"
,,quickly,"schnell"
,,quickly,"rasant"
,,quickly,"bald"
,,can,"könnten"
,,can,"lässt"
,,can,"könnte"
,,can,"relativ"
,,can,"darf"
,,can,"dürfen"
,,can,"kannst"
,,can,"können"
,,can,"kann"
,,can,"möglich"
,,can,"mögliche"
,,very,"immens"
,,very,"durchaus"
,,very,"sehr"
,,very,"ganz"
,,very,"bloße"
,,very,"wirklich"
,,low,"niedrig"
,,low,"geringer"
,,low,"unauffällig"
,,low,"geringe"
,,low,"nicht"
,,low,"geringen"
,,low,"niedriger"
,,low,"unten"
,,low,"niedrige"
,,low,"gering"
,,low,"tief"
,,low,"schwache"
,,low,"niedrigen"
,,support,"ermöglichen"
,,support,"deckung"
,,support,"ernährt"
,,support,"aufrechterhalten"
,,support,"gesichert"
,,support,"versorgen"
,,support,"die"
,,support,"aufenthaltskosten"
,,support,"unterstützen"
,,support,"werden"
,,support,"unterstützte"
,,support,"solidarität"
,,support,"ernähren"
,,support,"systeme"
,,support,"der"
,,support,"unterstützung"
,,support,"lebenserhaltungssystems"
,,support,"unterhalten"
,,support,"lebenserhaltungssystem"
,,support,"aufweisen"
,,support,"unterstützt"
,,support,"zur"
,,tend,"oft"
,,tend,"neige"
,,tend,"neigen"
,,tend,"kümmern"
,,tend,"dazu"
,,tend,"zu"
,,tend,"in"
,,tend,"meist"
,,tend,"meistens"
,,tend,"regel"
,,tend,"der"
,,tend,"tendenziell"
,,non,"keine"
,,non,"nein"
,,non,"nicht"
,,non,"schwächer"
,,non,"ausgeprägt"
,,non,"deutlich"
,,non,"non"
,,hierarchical,"hierarchischen"
,,hierarchical,"hierarchisch"
,,hierarchical,"hierarchische"
,,hierarchical,"hierarchie"
,,though,"auch"
,,though,"jedoch"
,,though,"wenn"
,,though,"obschon"
,,though,"allerdings"
,,though,"aber"
,,though,"obwohl"
,,because,"denn"
,,because,"aufgrund"
,,because,"wegen"
,,because,"weil"
,,because,"da"
,,they,"es"
,,they,"sie"
,,they,"man"
,,they,"die"
,,they,"ihnen"
,,generally,"allgemein"
,,generally,"gewöhnlich"
,,generally,"in"
,,generally,"meistens"
,,generally,"normalerweise"
,,generally,"allgemeinen"
,,generally,"generell"
,,generally,"kaum"
,,generally,"im"
,,generally,"der"
,,generally,"regel"
,,generally,"üblicherweise"
,,generally,"wirklich"
,,possibility,"möglichkeit"
,,possibility,"möglich"
,,possibility,"möglichkeiten"
,,bureaucrats,"beamte"
,,bureaucrats,"beamten"
,,bureaucrats,"büroarbeiter"
,,bureaucrats,"büroangestellte"
,,bureaucrats,"bürokraten"
,,bureaucrats,"politiker"
,,or,"sonst"
,,or,"und"
,,or,"oder"
,,artisans,"künstler"
,,artisans,"handwerker"
,,artisans,"kunsthandwerker"
,,artisans,"künsltern"
,,wake,"folgen"
,,wake,"aufwachen"
,,wake,"zuge"
,,wake,"wecken"
,,wake,"wachzurütteln"
,,wake,"zusammenhang"
,,wake,"wachrütteln"
,,wake,"anschluss"
,,wake,"wach"
,,wake,"aufrütteln"
,,fallout,"vorfälle"
,,fallout,"konsequenzen"
,,fallout,"schlagzeilen"
,,fallout,"folgen"
,,fallout,"nachwirkungen"
,,fallout,"fallout"
,,fallout,"auswirkungen"
,,fallout,"niederschlag"
,,making,"wird"
,,making,"somit"
,,making,"bedingen"
,,making,"dürfte"
,,making,"tätigen"
,,making,"sodass"
,,making,"gemacht"
,,making,"so"
,,making,"machen"
,,making,"fallen"
,,making,"macht"
,,making,"werden"
,,making,"machst"
,,making,"was"
,,making,"tätigt"
,,making,"sein"
,,making,"verschlimmern"
,,making,"wodurch"
,,making,"dass"
,,hard,"schwierig"
,,hard,"schwerfällt"
,,hard,"schwer"
,,hard,"harte"
,,hard,"hart"
,,economy,"lage"
,,economy,"wirtschaftlichen"
,,economy,"agrarwirtschaft"
,,economy,"wirtschaftslage"
,,economy,"wirtschaftswachstum"
,,economy,"rezession"
,,economy,"weltwirtschaft"
,,economy,"sich"
,,economy,"konjunktur"
,,economy,"wirtschaftliche"
,,economy,"wirtschaft"
,,economy,"situation"
,,suffered,"sehr"
,,suffered,"schwer"
,,suffered,"die"
,,suffered,"zu"
,,suffered,"leidtragenden"
,,suffered,"gelitten"
,,suffered,"litt"
,,suffered,"erlitt"
,,suffered,"erlitten"
,,suffered,"leiden"
,,suffered,"betroffen"
,,sector,"sektors"
,,sector,"dies"
,,sector,"dienst"
,,sector,"privatsektor"
,,sector,"sektor"
,,increases,"steigt"
,,increases,"ansteigen"
,,increases,"höhere"
,,increases,"steigert"
,,increases,"erhöht"
,,salary,"löhne"
,,salary,"gehalt"
,,salary,"jahresgehalt"
,,salary,"gehaltserhöhung"
,,salary,"gehälter"
,,salary,"einkommen"
,,salary,"von"
,,salary,"lohn"
,,receive,"bekommen"
,,receive,"anderem"
,,receive,"empfangen"
,,receive,"erhalten"
,,receive,"erhält"
,,receive,"lagen"
,,soaring,"geworden"
,,soaring,"steigenden"
,,soaring,"höhenflug"
,,soaring,"dem"
,,soaring,"fliegen"
,,soaring,"einen"
,,soaring,"immer"
,,soaring,"erhöhten"
,,soaring,"teurer"
,,soaring,"steigen"
,,soaring,"zunehmenden"
,,soaring,"einem"
,,soaring,"steigender"
,,soaring,"höher"
,,soaring,"auf"
,,bills,"beiträge"
,,bills,"scheinen"
,,bills,"scheine"
,,bills,"preise"
,,bills,"kosten"
,,bills,"stromrechnungen"
,,bills,"die"
,,bills,"preisen"
,,bills,"rechnungen"
,,bills,"den"
,,bills,"für"
,,electricity,"strompreise"
,,electricity,"elektrisches"
,,electricity,"strom"
,,electricity,"die"
,,electricity,"stromanbieter"
,,electricity,"stromkosten"
,,electricity,"elektrizität"
,,electricity,"für"
,,electricity,"der"
,,electricity,"stromrechnung"
,,developing,"entwicklungsländern"
,,developing,"entwickelt"
,,developing,"entwickeln"
,,developing,"entwicklung"
,,developing,"entwicklungsländer"
,,reluctant,"vorschnell"
,,reluctant,"dagegen"
,,reluctant,"zurückhaltend"
,,reluctant,"nicht"
,,reluctant,"abgeneigt"
,,reluctant,"nur"
,,reluctant,"widerwillig"
,,reluctant,"ungern"
,,reluctant,"sträuben"
,,reluctant,"bereit"
,,encourage,"ermutigt"
,,encourage,"motivieren"
,,encourage,"bestärken"
,,encourage,"ermutige"
,,encourage,"die"
,,encourage,"werden"
,,encourage,"sie"
,,encourage,"fördern"
,,encourage,"geschaffen"
,,encourage,"ermutigen"
,,go,"gefördert"
,,go,"geht"
,,go,"gehen"
,,go,"tun"
,,go,"eingehen"
,,go,"angewendet"
,,go,"einen"
,,go,"werden"
,,go,"explodieren"
,,go,"steigen"
,,go,"fortsetzen"
,,go,"schaffen"
,,go,"beschreitet"
,,go,"ansteigen"
,,go,"bringen"
,,go,"geh"
,,go,"vorauseilen"
,,go,"aufbrechen"
,,go,"reisen"
,,go,"laufen"
,,go,"zu"
,,go,"los"
,,go,"schritt"
,,go,"vorangehen"
,,go,"einsitzen"
,,go,"unternehmen"
,,most,"stärksten"
,,most,"meisten"
,,most,"überwiegende"
,,most,"härtesten"
,,most,"wenigsten"
,,most,"großteil"
,,most,"höchsten"
,,most,"mehrzahl"
,,most,"wichtigste"
,,most,"meiste"
,,most,"am"
,,most,"gefährdetsten"
,,most,"großteils"
,,most,"verwundbarsten"
,,most,"mehrheit"
,,most,"rasantesten"
,,most,"meist"
,,most,"zumeist"
,,most,"meistens"
,,most,"schwächsten"
,,most,"hauptlast"
,,most,"leidtragenden"
,,vulnerable,"durch"
,,vulnerable,"vom"
,,vulnerable,"gefährdet"
,,vulnerable,"verwundbarsten"
,,vulnerable,"verwundbar"
,,vulnerable,"klimawandel"
,,vulnerable,"verletzlich"
,,vulnerable,"angreifbar"
,,vulnerable,"sind"
,,vulnerable,"gefährdeten"
,,vulnerable,"den"
,,brunt,"hauptlast"
,,brunt,"meisten"
,,brunt,"großteil"
,,brunt,"groißteil"
,,brunt,"abbekommen"
,,brunt,"brunt"
,,hand,"geben"
,,hand,"gib"
,,hand,"einher"
,,hand,"hand"
,,hand,"kontrolle"
,,sought,"suchte"
,,sought,"gesucht"
,,sought,"wollte"
,,sought,"sich"
,,sought,"bemüht"
,,sought,"versucht"
,,fastest,"höchste"
,,fastest,"bluten"
,,fastest,"schnellste"
,,fastest,"schneller"
,,fastest,"höchsten"
,,fastest,"größten"
,,fastest,"schnellsten"
,,rate,"maß"
,,rate,"niveau"
,,rate,"stand"
,,rate,"zuwachsrate"
,,rate,"tempo"
,,rate,"puls"
,,rate,"höchststand"
,,rate,"rate"
,,rate,"der"
,,rate,"wert"
,,rate,"geschwindigkeit"
,,rate,"anstieg"
,,rate,"zinssatz"
,,rate,"weise"
,,rate,"und"
,,rate,"wege"
,,rate,"maße"
,,rate,"herzfrequenz"
,,supermarkets,"supermärkten"
,,supermarkets,"supermärkte"
,,supermarkets,"supermarkt"
,,supermarkets,"den"
,,still,"auch"
,,still,"dennoch"
,,still,"weiterhin"
,,still,"trotzdem"
,,still,"still"
,,still,"noch"
,,still,"sich"
,,still,"fortsetzen"
,,further,"weiterhin"
,,further,"weitere"
,,further,"weiteren"
,,further,"weiter"
,,such,"derartigen"
,,such,"solch"
,,such,"solche"
,,such,"solchen"
,,such,"so"
,,exhausted,"müde"
,,exhausted,"erschöpft"
,,exhausted,"überfordert"
,,exhausted,"fertig"
,,exhausted,"aufgebraucht"
,,exhausted,"ausgeschöpft"
,,become,"geworden"
,,become,"wird"
,,become,"werden"
,,become,"sein"
,,become,"sind"
,,agricultural,"landwirtschaftliche"
,,agricultural,"geprägten"
,,agricultural,"landwirtschaftlich"
,,agricultural,"agrarwirtschaft"
,,agricultural,"beruhende"
,,agricultural,"in"
,,agricultural,"ausgerichtete"
,,agricultural,"landwirtschaftlichen"
,,agricultural,"einer"
,,agricultural,"landwirtschaft"
,,agricultural,"ackerbau"
,,agricultural,"betreiben"
,,agricultural,"auf"
,,greater,"tieferes"
,,greater,"größere"
,,greater,"größer"
,,greater,"höhere"
,,greater,"steigern"
,,greater,"höheren"
,,greater,"die"
,,greater,"so"
,,greater,"größeren"
,,greater,"sind"
,,greater,"groß"
,,greater,"mehr"
,,greater,"größe"
,,than,"fall"
,,than,"das"
,,than,"bei"
,,than,"zu"
,,than,"wäre"
,,than,"in"
,,than,"als"
,,than,"über"
,,than,"vergleich"
,,than,"bezug"
,,than,"im"
,,than,"wie"
,,than,"der"
,,than,"auf"
,,land,"des"
,,land,"landstrichen"
,,land,"das"
,,land,"landen"
,,land,"land"
,,land,"brachland"
,,land,"ackerbau"
,,land,"landes"
,,resulting,"somit"
,,resulting,"was"
,,resulting,"resultierenden"
,,resulting,"resultierende"
,,resulting,"zu"
,,resulting,"folge"
,,resulting,"entstehende"
,,resulting,"führt"
,,resulting,"führen"
,,resulting,"führte"
,,resulting,"demzufolge"
,,denser,"dichteren"
,,denser,"größeren"
,,denser,"immer"
,,denser,"höheren"
,,denser,"dichter"
,,denser,"mehr"
,,populations,"völker"
,,populations,"populationen"
,,populations,"einer"
,,populations,"bevölkerungen"
,,populations,"bevölkerung"
,,populations,"population"
,,populations,"bevölkerungsdichte"
,,structures,"gebäude"
,,structures,"bauten"
,,structures,"strukturen"
,,this,"dieser"
,,this,"dies"
,,this,"dadurch"
,,this,"solche"
,,this,"darüberhinaus"
,,this,"heute"
,,this,"hierbei"
,,this,"es"
,,this,"diesem"
,,this,"was"
,,this,"das"
,,this,"of"
,,this,"diese"
,,this,"solchen"
,,this,"diesen"
,,this,"jetzt"
,,this,"hier"
,,this,"derartigen"
,,this,"solch"
,,this,"dieses"
,,always,"allen"
,,always,"ständiger"
,,always,"immer"
,,always,"stets"
,,always,"ständig"
,,case,"fall"
,,case,"prozess"
,,case,"koffer"
,,case,"fällen"
,,case,"prozesses"
,,case,"falls"
,,gatherers,"steuereintreiber"
,,gatherers,"sammler"
,,gatherers,"sammlern"
,,surplus,"surplus"
,,surplus,"überschuss"
,,surplus,"zusätzliche"
,,surplus,"verzehrte"
,,surplus,"nicht"
,,surplus,"überschüssige"
,,store,"geschäft"
,,store,"supermarkt"
,,store,"speichern"
,,store,"laden"
,,store,"lagern"
,,store,"anzulegen"
,,result,"konsequenz"
,,result,"ergebnis"
,,result,"resultat"
,,result,"infolge"
,,result,"zurückzuführen"
,,result,"folge"
,,leaders,"führende"
,,leaders,"führungspersönlichkeiten"
,,leaders,"touristen"
,,leaders,"anführer"
,,leaders,"manager"
,,leaders,"in"
,,leaders,"führern"
,,leaders,"führer"
,,leaders,"führungskräfte"
,,leaders,"führungskräften"
,,leaders,"führungsposition"
,,leaders,"personen"
,,rarely,"selten"
,,rarely,"sehr"
,,rarely,"seltener"
,,rarely,"nicht"
,,rarely,"kaum"
,,rarely,"nur"
,,supported,"geschätzt"
,,supported,"mitglieder"
,,supported,"zu"
,,supported,"unterstützt"
,,supported,"finden"
,,supported,"teil"
,,supported,"unterstützte"
,,supported,"unterstützten"
,,supported,"sind"
,,supported,"vertreten"
,,customers,"kunden"
,,customers,"gäste"
,,customers,"kundschaft"
,,times,"mitunter"
,,times,"vierfach"
,,times,"male"
,,times,"mal"
,,times,"viermal"
,,times,"vierfachen"
,,times,"zeiten"
,,times,"faktor"
,,times,"oftmals"
,,counts,"allen"
,,counts,"ist"
,,counts,"zählt"
,,counts,"fällen"
,,counts,"ankommt"
,,counts,"anklagepunkten"
,,counts,"anklagepunkte"
,,counts,"in"
,,given,"bestraft"
,,given,"gegeben"
,,given,"mit"
,,given,"verurteilt"
,,given,"zu"
,,given,"aufgegeben"
,,given,"angesichts"
,,each,"jeweils"
,,each,"gegenseitig"
,,each,"jeder"
,,each,"ineinander"
,,each,"jeden"
,,each,"einander"
,,each,"jede"
,,each,"jedes"
,,each,"voneinander"
,,him,"er"
,,him,"treiben"
,,him,"ihn"
,,him,"ihm"
,,different,"andere"
,,different,"variieren"
,,different,"unterscheideten"
,,different,"die"
,,different,"anderes"
,,different,"unterscheiden"
,,different,"anders"
,,different,"sich"
,,different,"waren"
,,different,"unterschiedlich"
,,different,"verschiedenen"
,,different,"unterschieden"
,,different,"verschiedene"
,,own,"eigenen"
,,own,"selbstversorgung"
,,own,"eigene"
,,own,"eigenes"
,,own,"besitzen"
,,own,"liegendes"
,,own,"selber"
,,own,"allein"
,,varied,"vielfältig"
,,varied,"variierte"
,,varied,"nicht"
,,varied,"interpretiert"
,,varied,"durchaus"
,,varied,"variiert"
,,varied,"verschiedenen"
,,varied,"gleichförmig"
,,varied,"unterschiedlich"
,,how,"funktionsweise"
,,how,"was"
,,how,"woher"
,,how,"wie"
,,works,"funktioniert"
,,works,"funktionsweise"
,,works,"läuft"
,,works,"arbeitet"
,,trying,"versuchen"
,,trying,"versuchte"
,,trying,"bemüht"
,,trying,"versuch"
,,trying,"versuchten"
,,trying,"dem"
,,trying,"ansatz"
,,trying,"sie"
,,trying,"versuche"
,,trying,"versucht"
,,trying,"suchten"
,,exploring,"könnte"
,,exploring,"geben"
,,exploring,"erforscht"
,,exploring,"nach"
,,exploring,"erforschen"
,,exploring,"erkundeten"
,,exploring,"es"
,,exploring,"untersuchten"
,,exploring,"sie"
,,exploring,"erforschten"
