,Concept_ID,en,es
,,non,"a"
,,structures,"una"
,,structures,"estructurar"
,,structures,"estructura"
,,structures,"estructuras"
,,hierarchical,"jerarquizadas"
,,hierarchical,"jerárquica"
,,hierarchical,"estructuras"
,,hierarchical,"jerárquicas"
,,though,"aunque"
,,though,"de"
,,though,"a"
,,though,"que"
,,though,"pesar"
,,always,"siempre"
,,case,"empaque"
,,case,"caso"
,,because,"causa"
,,because,"dado"
,,because,"como"
,,because,"de"
,,because,"los"
,,because,"que"
,,because,"a"
,,because,"debido"
,,generally,"general"
,,generally,"normalmente"
,,generally,"generalmente"
,,generally,"por"
,,generally,"lo"
,,possibility,"posible"
,,possibility,"posibilidad"
,,store,"tienda"
,,store,"almacén"
,,store,"mercado"
,,store,"de"
,,store,"guardar"
,,store,"almacenar"
,,surplus,"sobrante"
,,surplus,"sobras"
,,surplus,"extra"
,,surplus,"las"
,,surplus,"cantidades"
,,surplus,"sobreexceso"
,,surplus,"de"
,,surplus,"excedentes"
,,surplus,"los"
,,surplus,"sobra"
,,surplus,"grandes"
,,surplus,"reserva"
,,surplus,"que"
,,surplus,"sus"
,,result,"motivo"
,,result,"resultado"
,,result,"como"
,,result,"ciente"
,,result,"comida"
,,rarely,"gran"
,,rarely,"ver"
,,rarely,"veces"
,,rarely,"muy"
,,rarely,"raramente"
,,rarely,"rara"
,,rarely,"en"
,,rarely,"frecuente"
,,rarely,"vez"
,,rarely,"raras"
,,rarely,"parte"
,,rarely,"no"
,,supported,"encontrados"
,,supported,"apoyo"
,,supported,"apoyados"
,,supported,"mantengan"
,,supported,"mantenidos"
,,supported,"en"
,,supported,"lugar"
,,supported,"el"
,,bureaucrats,"los"
,,bureaucrats,"burócratas"
,,bureaucrats,"bureócratas"
,,or,"los"
,,or,"y"
,,or,"o"
,,artisans,"los"
,,artisans,"artesanos"
,,set,"ha"
,,set,"previsto"
,,set,"que"
,,set,"poner"
,,set,"querido"
,,hit,"se"
,,hit,"enfrentarse"
,,hit,"afectadas"
,,hit,"ven"
,,hit,"pasa"
,,hit,"pegar"
,,hit,"contra"
,,hit,"con"
,,hit,"tienen"
,,hit,"sufren"
,,hit,"luchan"
,,hit,"factura"
,,hit,"que"
,,hit,"golpean"
,,cough,"hacer"
,,cough,"un"
,,up,"gasto"
,,up,"frente"
,,up,"a"
,,climbed,"ascendido"
,,climbed,"disparado"
,,climbed,"subido"
,,climbed,"aumentado"
,,climbed,"incrementado"
,,alarming,"alarmante"
,,alarming,"preocupante"
,,still,"más"
,,still,"áun"
,,still,"aún"
,,further,"más"
,,further,"aún"
,,bank,"banco"
,,bank,"bank"
,,suffered,"afectados"
,,suffered,"sufrido"
,,suffered,"visto"
,,resulting,"se"
,,resulting,"sucede"
,,resulting,"resulta"
,,resulting,"sí"
,,resulting,"resultando"
,,resulting,"traduce"
,,resulting,"ocurre"
,,resulting,"es"
,,resulting,"factible"
,,resulting,"que"
,,resulting,"cosa"
,,resulting,"lo"
,,gatherers,"las"
,,gatherers,"sociedades"
,,gatherers,"recolectoras"
,,gatherers,"recolectores"
,,leaders,"los"
,,leaders,"vendedores"
,,leaders,"pieles"
,,leaders,"líderes"
,,leaders,"de"
,,sure,"bien"
,,sure,"de"
,,sure,"toda"
,,sure,"con"
,,sure,"seguro"
,,sure,"certeza"
,,sure,"que"
,,sure,"no"
,,ongoing,"constantes"
,,ongoing,"continuas"
,,ongoing,"contínuas"
,,atrocities,"atrocidades"
,,settled,"asentado"
,,settled,"estable"
,,they,"ya"
,,they,"por"
,,they,"lo"
,,encourage,"se"
,,encourage,"ofrecer"
,,encourage,"apoyar"
,,encourage,"animar"
,,encourage,"apuntasen"
,,encourage,"incentivar"
,,encourage,"alentar"
,,encourage,"para"
,,encourage,"a"
,,all,"todos"
,,all,"todas"
,,burden,"carga"
,,burden,"losa"
,,burden,"cargo"
,,century,"siglo"
,,century,"s"
,,response,"respueta"
,,response,"respuesta"
,,challenges,"proporcionadas"
,,challenges,"dificultades"
,,challenges,"necesidades"
,,challenges,"retos"
,,challenges,"desafíos"
,,resulted,"dieron"
,,resulted,"supusieron"
,,resulted,"dio"
,,resulted,"resultado"
,,resulted,"como"
,,resulted,"resultaron"
,,resulted,"supuso"
,,resulted,"lugar"
,,norms,"las"
,,norms,"normas"
,,traditional,"comúnes"
,,traditional,"tradicionales"
,,understanding,"se"
,,understanding,"entender"
,,understanding,"de"
,,understanding,"comprensión"
,,understanding,"la"
,,understanding,"general"
,,understanding,"entendimiento"
,,understanding,"conocimiento"
,,understanding,"entendía"
,,revised,"renovada"
,,revised,"revisado"
,,revised,"más"
,,revised,"revisión"
,,revised,"en"
,,revised,"la"
,,revised,"nueva"
,,revised,"forma"
,,revised,"mejor"
,,revised,"cambio"
,,revised,"revisada"
,,revised,"exhausto"
,,holds,"estén"
,,holds,"hace"
,,holds,"que"
,,holds,"a"
,,holds,"mantiene"
,,together,"los"
,,together,"unidos"
,,together,"entre"
,,together,"juntos"
,,together,"sí"
,,together,"a"
,,together,"diferentes"
,,coined,"formado"
,,coined,"fue"
,,coined,"que"
,,coined,"está"
,,coined,"por"
,,coined,"acuñado"
,,latin,"latino"
,,latin,"latína"
,,latin,"latin"
,,greek,"griega"
,,greek,"término"
,,greek,"griego"
,,given,"dieron"
,,given,"impusieron"
,,given,"conenaron"
,,given,"condenado"
,,given,"sentenciado"
,,given,"aplicaron"
,,given,"condenaron"
,,given,"impuesto"
,,given,"a"
,,given,"recibido"
,,out,"de"
,,out,"cada"
,,own,"tener"
,,own,"suya"
,,own,"suyas"
,,own,"propia"
,,adapt,"adaptarse"
,,exhausted,"agotados"
,,exhausted,"rápidamente"
,,early,"del"
,,early,"principios"
,,gesture,"movimiento"
,,gesture,"gesto"
,,stop,"parar"
,,stop,"punto"
,,stop,"fin"
,,stop,"alto"
,,stop,"parada"
,,stop,"y"
,,stop,"poner"
,,hand,"de"
,,hand,"mano"
,,hand,"entregar"
,,such,"semejante"
,,such,"tal"
,,become,"desaparecer"
,,become,"convertirse"
,,full,"los"
,,time,"tiempo"
,,time,"hora"
,,time,"a"
,,giving,"dándoles"
,,below,"debajo"
,,below,"por"
,,ability,"habilidad"
,,ability,"capacidad"
,,accident,"choque"
,,accident,"accidente"
,,act,"pretender"
,,act,"acto"
,,act,"actuar"
,,act,"hecho"
,,add,"agregar"
,,add,"añadir"
,,add,"sumar"
,,admire,"admirar"
,,adult,"adulto"
,,advantage,"ventaja"
,,advice,"consejo"
,,advice,"sugestión"
,,advice,"sugerencia"
,,affection,"afección"
,,affection,"afecto"
,,affection,"cariño"
,,age,"edad"
,,agree,"consentar"
,,agree,"acordar"
,,agreement,"acuerdo"
,,agreement,"concordación"
,,aim,"objetivo"
,,aim,"meta"
,,aim,"mirar"
,,aim,"apuntar"
,,aim,"querer"
,,aim,"proposito"
,,air,"aire"
,,allow,"dejar"
,,allow,"permitir"
,,ambition,"ambición"
,,anger,"enojar"
,,anger,"enojamiento"
,,anger,"molestar"
,,anger,"enfurecer"
,,anger,"rabia"
,,anger,"ira"
,,anger,"enojo"
,,anger,"coraje"
,,angle,"ángulo"
,,animal,"animal"
,,announcement,"anunciar"
,,announcement,"anuncio"
,,answer,"contestación"
,,answer,"solución"
,,answer,"contestar"
,,answer,"responder"
,,answer,"respuesta"
,,answer,"contesta"
,,anxiety,"ansiedad"
,,appear,"aparecer"
,,appear,"parecer"
,,approach,"aproximar"
,,approach,"acercar"
,,approach,"acercarse"
,,approach,"acercamiento"
,,approach,"aproximación"
,,argue,"arguir"
,,argue,"quejarse"
,,argue,"argumentar"
,,argue,"discutir"
,,arm,"armar"
,,arm,"brazo"
,,army,"ejército"
,,army,"armada"
,,army,"milicia"
,,art,"arte"
,,ask,"preguntar"
,,ask,"pedir"
,,assist,"asistir"
,,assist,"ayudar"
,,attack,"atacar"
,,attack,"ataque"
,,attempt,"probar"
,,attempt,"tratar"
,,attempt,"intento"
,,attempt,"esfuerzo"
,,attempt,"atreverse"
,,attempt,"pretender"
,,attempt,"intentar"
,,aunt,"tía"
,,aunt,"tío"
,,autumn,"otoño"
,,avoid,"evitar"
,,baby,"bebé"
,,baby,"niño"
,,back,"espalda"
,,bag,"bolsa"
,,bag,"paquete"
,,bag,"bolso"
,,bag,"funda"
,,bake,"hornear"
,,balance,"balancear"
,,balance,"saldo"
,,balance,"equilibrio"
,,balance,"balanza"
,,balance,"balance"
,,ball,"pelota"
,,ball,"balón"
,,ball,"bola"
,,balloon,"globo"
,,balloon,"balón"
,,balloon,"globito"
,,band,"banda"
,,bar,"barra"
,,bar,"bar"
,,basket,"canasta"
,,basket,"cesto"
,,bat,"murciélago"
,,bat,"murcielago"
,,bat,"bate"
,,bat,"vampiro"
,,bath,"tiña"
,,bath,"bañar"
,,bath,"baño"
,,beach,"playa"
,,bear,"oso"
,,bear,"llevar"
,,beauty,"belleza"
,,bed,"cama"
,,bee,"abeja"
,,beer,"cerveza"
,,beg,"mendigar"
,,beg,"pedir"
,,beg,"implorar"
,,beg,"suplicar"
,,beg,"rogar"
,,begin,"iniciar"
,,begin,"empezar"
,,begin,"comenzar"
,,behave,"comportarse"
,,behave,"actuar"
,,behave,"portarse"
,,belief,"creencia"
,,believe,"creer"
,,bell,"campana"
,,bell,"timbre"
,,bell,"cascabel"
,,bench,"banco"
,,bench,"banca"
,,bird,"pájaro"
,,bird,"ave"
,,birth,"nacimiento"
,,bite,"morder"
,,bite,"mordida"
,,blame,"culpa"
,,blame,"acusar"
,,blame,"culpar"
,,blanket,"colcha"
,,blanket,"frasada"
,,blanket,"frisa"
,,blanket,"cobija"
,,blanket,"manta"
,,blanket,"sarape"
,,blood,"sangre"
,,blow,"soplar"
,,blow,"golpe"
,,boat,"lancha"
,,boat,"barco"
,,boat,"barca"
,,boat,"bote"
,,body,"cuerpo"
,,bone,"hueso"
,,book,"libro"
,,boredom,"aburrimiento"
,,bottle,"botella"
,,bottle,"pomo"
,,bowl,"tazón"
,,bowl,"cuenco"
,,bowl,"plato"
,,bowl,"taza"
,,box,"paquete"
,,box,"caja"
,,boy,"niño"
,,boy,"chico"
,,boy,"muchacho"
,,brain,"cerebro"
,,bread,"pan"
,,break,"partir"
,,break,"romper"
,,break,"descanso"
,,break,"dañar"
,,break,"recreo"
,,break,"receso"
,,break,"quebrar"
,,breath,"aliento"
,,breath,"respiro"
,,breath,"respirar"
,,bridge,"puente"
,,brother,"hermano"
,,brush,"cepillar"
,,brush,"peine"
,,brush,"peinar"
,,brush,"cepillador"
,,brush,"cepillo"
,,brush,"pincel"
,,brush,"brocha"
,,bubble,"burbuja"
,,bubble,"pompa"
,,build,"edificar"
,,build,"construir"
,,burn,"quemadura"
,,burn,"quemar"
,,business,"negocios"
,,business,"negocio"
,,business,"compañía"
,,business,"empresa"
,,butter,"mantequilla"
,,button,"botón"
,,buy,"comprar"
,,cake,"dulce"
,,cake,"queque"
,,cake,"pastel"
,,cake,"torta"
,,call,"llamar"
,,call,"llamada"
,,camera,"cámara"
,,candle,"vela"
,,candle,"candela"
,,candy,"caramelos"
,,candy,"confite"
,,candy,"chupe"
,,candy,"dulces"
,,candy,"dulce"
,,care,"cuidar"
,,care,"importar"
,,care,"cariño"
,,care,"cuidado"
,,carpet,"alfombra"
,,carpet,"tapete"
,,carry,"acarrear"
,,carry,"llevar"
,,carry,"cargar"
,,cast,"yeso"
,,cast,"tirar"
,,cast,"grupo"
,,cast,"reparto"
,,cast,"elenco"
,,cat,"gato"
,,cause,"causa"
,,cause,"causar"
,,cause,"razón"
,,ceiling,"cielo"
,,ceiling,"cielorraso"
,,ceiling,"techo"
,,cell,"célula"
,,cell,"celda"
,,cell,"móvil"
,,center,"centro"
,,ceremony,"ceremonia"
,,chair,"silla"
,,chair,"sillón"
,,chair,"asiento"
,,challenge,"desafío"
,,challenge,"reto"
,,challenge,"retar"
,,challenge,"desafiar"
,,chance,"casualidad"
,,chance,"suerte"
,,chance,"oportunidad"
,,chance,"chance"
,,charm,"pendiente"
,,charm,"encanto"
,,charm,"carisma"
,,cheek,"cara"
,,cheek,"mejilla"
,,cheek,"cachete"
,,chew,"morder"
,,chew,"masticar"
,,chew,"mascar"
,,child,"niño"
,,child,"niña"
,,child,"muchacho"
,,choose,"elegir"
,,choose,"escoger"
,,church,"iglesia"
,,cigar,"cigarrillo"
,,cigar,"cigar"
,,cigar,"cigarro"
,,cigar,"tabaco"
,,cigar,"puro"
,,cigarette,"cigarrillo"
,,cigarette,"cigarro"
,,circle,"círculo"
,,circumstance,"circunstancia"
,,city,"ciudad"
,,city,"pueblo"
,,clock,"reloj"
,,closet,"closet"
,,closet,"armario"
,,closet,"ropero"
,,cloud,"nube"
,,club,"club"
,,coat,"abrigo"
,,coat,"chaqueta"
,,coat,"chaleco"
,,coat,"chupa"
,,coat,"capa"
,,coffee,"café"
,,coin,"moneda"
,,come,"llegar"
,,come,"venir"
,,comfort,"confortabilidad"
,,comfort,"confortar"
,,comfort,"confor"
,,comfort,"comodidad"
,,comfort,"comfort"
,,committee,"agencia"
,,committee,"comité"
,,committee,"grupo"
,,company,"compañía"
,,company,"empresa"
,,competence,"competencia"
,,competence,"habilidad"
,,competition,"competencia"
,,competition,"competición"
,,complain,"protestar"
,,complain,"quejarse"
,,complain,"reclamar"
,,concept,"concepto"
,,concept,"idea"
,,concert,"concierto"
,,conclusion,"fin"
,,conclusion,"conclusión"
,,condition,"condición"
,,confidence,"confidencia"
,,confidence,"confianza"
,,conflict,"conflicto"
,,conflict,"problema"
,,confusion,"confusión"
,,congratulate,"congratular"
,,congratulate,"felicitar"
,,conscience,"conciencia"
,,conscience,"consciencia"
,,consequence,"resultado"
,,consequence,"consecuencia"
,,contact,"contactar"
,,contact,"contacto"
,,contract,"contratar"
,,contract,"contrato"
,,contribution,"contribucia"
,,contribution,"contribución"
,,cook,"cocinar"
,,cook,"cocinero"
,,cool,"frescura"
,,corner,"ángulo"
,,corner,"esquina"
,,corner,"rincón"
,,couch,"sillón"
,,couch,"sofá"
,,count,"conteo"
,,count,"cuenta"
,,count,"contar"
,,courage,"valor"
,,courage,"coraje"
,,course,"curso"
,,cousin,"primo"
,,cover,"cubrir"
,,cover,"pasta"
,,cover,"cobija"
,,cover,"cubierta"
,,cow,"vaca"
,,crawl,"arrestarse"
,,crawl,"gatear"
,,crisis,"crisis"
,,cry,"llorar"
,,cry,"llanto"
,,culture,"cultura"
,,cup,"taza"
,,cup,"vaso"
,,cup,"copa"
,,curiosity,"curiosidad"
,,curse,"maldición"
,,curse,"grosería"
,,curse,"maldecir"
,,curse,"condenar"
,,damage,"dañar"
,,damage,"daño"
,,dance,"bailar"
,,dance,"baile"
,,danger,"peligro"
,,dare,"retar"
,,dare,"desafío"
,,dare,"reto"
,,dare,"atrevimiento"
,,dare,"atreverse"
,,day,"día"
,,death,"muerte"
,,deceive,"engañar"
,,deceive,"traicionar"
,,deceive,"decepcionar"
,,decision,"decisión"
,,defeat,"vencer"
,,defeat,"conquistar"
,,defeat,"derrotar"
,,defeat,"derrota"
,,definition,"definición"
,,deliver,"enviar"
,,deliver,"dar"
,,deliver,"traer"
,,deliver,"llevar"
,,deliver,"mandar"
,,deliver,"entregar"
,,dentist,"dentista"
,,deny,"denegar"
,,deny,"negar"
,,department,"sección"
,,department,"departamento"
,,design,"diseñar"
,,design,"diseño"
,,desk,"escritorio"
,,desk,"mesa"
,,desk,"pupitre"
,,destroy,"destruir"
,,detective,"detective"
,,detective,"investigador"
,,determination,"determinación"
,,develop,"crecer"
,,develop,"desarrollar"
,,die,"morir"
,,dig,"cavar"
,,dig,"remover"
,,dig,"excavar"
,,direction,"sentido"
,,direction,"curso"
,,direction,"dirección"
,,disaster,"desastre"
,,discovery,"descubrimiento"
,,discussion,"discusión"
,,discussion,"conversación"
,,dissolve,"disolver"
,,distance,"distancia"
,,divide,"dividir"
,,doctor,"médico"
,,doctor,"doctor"
,,dog,"perro"
,,doll,"muñeca"
,,door,"puerta"
,,draw,"dibujar"
,,draw,"empate"
,,dream,"soñar"
,,dream,"sueño"
,,dress,"vestido"
,,dress,"vestir"
,,drill,"ejercicio"
,,drill,"taladro"
,,drill,"taladrar"
,,drill,"repetir"
,,drill,"broca"
,,drink,"bebé"
,,drink,"tomar"
,,drink,"trago"
,,drink,"bebido"
,,drink,"beber"
,,drive,"conducir"
,,drive,"manejar"
,,drum,"tambor"
,,drum,"bateria"
,,dust,"polvo"
,,duty,"obligación"
,,duty,"responsabilidad"
,,duty,"deber"
,,ear,"oreja"
,,ear,"oído"
,,earn,"ganar"
,,earth,"tierra"
,,earth,"mundo"
,,eat,"comer"
,,edge,"esquina"
,,edge,"orilla"
,,edge,"borde"
,,edge,"limito"
,,edge,"filo"
,,education,"educación"
,,education,"escolaridad"
,,effort,"intento"
,,effort,"esfuerzo"
,,egg,"huevo"
,,elbow,"codo"
,,emergency,"emergencia"
,,emotion,"emoción"
,,emotion,"sentimiento"
,,enemy,"enemigo"
,,enjoy,"gozar"
,,enjoy,"divertir"
,,enjoy,"gustar"
,,enjoy,"disfrutar"
,,entertain,"entretener"
,,entertain,"divertir"
,,envelope,"sobre"
,,equality,"igualdad"
,,estimate,"estimación"
,,estimate,"estimar"
,,estimate,"aproximar"
,,estimate,"calcular"
,,evening,"tarde"
,,evening,"atardecer"
,,evening,"noche"
,,excitement,"emoción"
,,excitement,"entusiasmo"
,,excitement,"excitación"
,,exercise,"ejercicio"
,,exercise,"ejercer"
,,expect,"esperar"
,,experience,"experiencia"
,,explanation,"explicación"
,,explanation,"razón"
,,eye,"ojo"
,,face,"cara"
,,fact,"realidad"
,,fact,"facto"
,,fact,"hecho"
,,factory,"maquiladora"
,,factory,"fábrica"
,,fail,"fracasar"
,,fail,"suspender"
,,fail,"reprobar"
,,fail,"fallar"
,,fall,"caída"
,,fall,"caer"
,,fall,"otoño"
,,family,"familia"
,,fan,"fanático"
,,fan,"fan"
,,fan,"abanico"
,,fan,"aficionado"
,,fan,"ventilador"
,,fantasy,"fantasía"
,,farm,"campo"
,,farm,"finca"
,,farm,"granja"
,,fate,"destino"
,,father,"papa"
,,father,"padre"
,,fear,"temeridad"
,,fear,"susto"
,,fear,"temer"
,,fear,"miedo"
,,feather,"pluma"
,,feel,"sentir"
,,fence,"baranda"
,,fence,"reja"
,,fence,"cerca"
,,fence,"valla"
,,fence,"separación"
,,fever,"calentura"
,,fever,"fiebre"
,,fight,"luchar"
,,fight,"pelear"
,,fight,"fajar"
,,fight,"lucha"
,,fight,"pelea"
,,fill,"llenar"
,,film,"film"
,,film,"filmar"
,,film,"película"
,,find,"conseguir"
,,find,"hallar"
,,find,"encontrar"
,,finger,"dedo"
,,finish,"fin"
,,finish,"terminar"
,,finish,"final"
,,finish,"finalizar"
,,fire,"despedir"
,,fire,"fuego"
,,fish,"pescar"
,,fish,"pescado"
,,fish,"pez"
,,flag,"bandera"
,,flexibility,"flexibilidad"
,,flood,"inundación"
,,floor,"piso"
,,floor,"suelo"
,,floor,"planta"
,,flower,"flor"
,,fly,"volar"
,,fly,"mosca"
,,follow,"seguir"
,,foot,"pie"
,,force,"fuerza"
,,force,"forzar"
,,force,"obligar"
,,forest,"bosque"
,,forest,"selva"
,,forget,"olvidar"
,,forgive,"perdonar"
,,forgive,"disculpar"
,,fork,"tenedor"
,,fortune,"fortuna"
,,foundation,"base"
,,foundation,"fundación"
,,foundation,"cimentación"
,,fox,"zorro"
,,friend,"amigo"
,,frighten,"asustar"
,,frighten,"atemorizar"
,,frighten,"espantar"
,,fruit,"fruta"
,,fun,"divertirse"
,,fun,"diversión"
,,fun,"divertido"
,,fun,"divertimiento"
,,future,"futuro"
,,game,"juego"
,,get,"obtener"
,,get,"tomar"
,,get,"agarrar"
,,get,"recibir"
,,get,"conseguir"
,,get,"coger"
,,gift,"presente"
,,gift,"regalo"
,,girl,"niña"
,,girl,"chica"
,,girl,"muchacha"
,,give,"dar"
,,give,"entregar"
,,glass,"jarra"
,,glass,"copa"
,,glass,"vaso"
,,glass,"cristal"
,,glass,"vidrio"
,,grass,"hierba"
,,grass,"pasto"
,,grass,"sacate"
,,grass,"yerba"
,,grass,"césped"
,,grass,"grama"
,,greet,"felicitar"
,,greet,"recibir"
,,greet,"saludar"
,,grief,"duelo"
,,grief,"pena"
,,grief,"tristeza"
,,grief,"luto"
,,ground,"piso"
,,ground,"tierra"
,,ground,"suelo"
,,group,"banda"
,,group,"agregar"
,,group,"grupo"
,,group,"juntar"
,,grow,"crecer"
,,guess,"suponer"
,,guess,"adivinar"
,,guess,"aproximar"
,,guess,"estimar"
,,guess,"imaginar"
,,guest,"visitante"
,,guest,"invitado"
,,guest,"huésped"
,,guilt,"culpa"
,,guilt,"culpabilidad"
,,gun,"arma"
,,gun,"pistola"
,,hair,"pelo"
,,hair,"cabello"
,,half,"mitad"
,,half,"medio"
,,hang,"ahorcar"
,,hang,"colgar"
,,harm,"lastimar"
,,harm,"dañar"
,,harm,"daño"
,,harm,"herir"
,,hat,"gorra"
,,hat,"sombrero"
,,hate,"odiar"
,,hate,"odio"
,,head,"cabeza"
,,health,"salud"
,,hear,"escuchar"
,,hear,"oír"
,,heat,"calentar"
,,heat,"calor"
,,hesitate,"titubear"
,,hesitate,"dudar"
,,hill,"cerro"
,,hill,"loma"
,,hill,"colina"
,,history,"historia"
,,hold,"detener"
,,hold,"sostener"
,,hold,"contener"
,,hold,"guardar"
,,hold,"llevar"
,,hold,"aguantar"
,,hold,"esperar"
,,hold,"tener"
,,hole,"agujero"
,,hole,"hoyo"
,,hole,"hueco"
,,holiday,"vacación"
,,holiday,"festivo"
,,holiday,"feriado"
,,home,"casa"
,,home,"hogar"
,,honesty,"honestidad"
,,hope,"esperanza"
,,hope,"esperar"
,,horse,"caballo"
,,hour,"hora"
,,house,"casa"
,,house,"villa"
,,hurt,"daño"
,,hurt,"herir"
,,hurt,"dolor"
,,hurt,"doler"
,,hurt,"lastimar"
,,hurt,"dañar"
,,hurt,"herido"
,,idea,"idea"
,,ignore,"ignorar"
,,imagination,"imaginación"
,,impulse,"impulso"
,,incident,"incidente"
,,incident,"acontecimiento"
,,independence,"independencia"
,,independence,"independencía"
,,influence,"influir"
,,influence,"influencia"
,,information,"información"
,,instinct,"instinto"
,,invention,"invento"
,,invention,"invención"
,,invite,"invitar"
,,iron,"hierro"
,,iron,"plancha"
,,iron,"planchar"
,,irony,"ironía"
,,island,"isla"
,,jacket,"abrigo"
,,jacket,"saco"
,,jacket,"chaqueta"
,,jar,"jarra"
,,jar,"tarro"
,,jar,"bote"
,,join,"ingresar"
,,join,"juntar"
,,join,"entrar"
,,join,"asociar"
,,join,"unir"
,,joke,"chiste"
,,joke,"broma"
,,joy,"gozo"
,,joy,"felicidad"
,,joy,"regocijo"
,,joy,"alegría"
,,judge,"juez"
,,judge,"juzgar"
,,jump,"saltar"
,,jump,"salto"
,,jump,"brincar"
,,justice,"justicia"
,,key,"llave"
,,kick,"patada"
,,kick,"patear"
,,kill,"matar"
,,king,"rey"
,,kiss,"beso"
,,kiss,"besar"
,,knee,"rodilla"
,,knife,"cuchillo"
,,know,"saber"
,,know,"conocer"
,,lamp,"lámpara"
,,laugh,"reír"
,,laugh,"risa"
,,lawyer,"abogado"
,,lead,"liderar"
,,lead,"plomo"
,,lead,"dirigir"
,,lead,"conducir"
,,lead,"guiar"
,,leaf,"hoja"
,,lean,"recostar"
,,lean,"reclinar"
,,lean,"apoyarse"
,,learn,"aprender"
,,lecture,"lectura"
,,lecture,"clase"
,,lecture,"discurso"
,,lecture,"conferencia"
,,lecture,"lección"
,,leg,"pierna"
,,leg,"pata"
,,lemon,"limón"
,,letter,"carta"
,,letter,"letra"
,,lie,"engañar"
,,lie,"mentir"
,,lie,"mentira"
,,lie,"fingir"
,,light,"lámpara"
,,light,"luz"
,,like,"gustar"
,,like,"querer"
,,line,"línea"
,,lion,"león"
,,lip,"labio"
,,listen,"escuchar"
,,listen,"oír"
,,live,"vivir"
,,lock,"encerrar"
,,lock,"seguro"
,,lock,"candado"
,,lock,"cerrar"
,,lock,"cerradura"
,,look,"mirar"
,,look,"observar"
,,lose,"perder"
,,loss,"pérdida"
,,love,"amar"
,,love,"amor"
,,love,"querer"
,,luck,"suerte"
,,luck,"fortuna"
,,machine,"máquina"
,,magic,"magia"
,,mail,"correo"
,,man,"hombre"
,,map,"mapa"
,,mark,"signo"
,,mark,"marcar"
,,mark,"nota"
,,mark,"marca"
,,marry,"casarse"
,,mean,"promedio"
,,mean,"significar"
,,measure,"medir"
,,measure,"medida"
,,meat,"carne"
,,meeting,"encuentro"
,,meeting,"reunión"
,,meeting,"junta"
,,memory,"memoria"
,,message,"mensaje"
,,milk,"leche"
,,mind,"mente"
,,mind,"importar"
,,minute,"minuto"
,,miracle,"milagro"
,,mirror,"espejo"
,,misery,"miseria"
,,misery,"tristeza"
,,moment,"momento"
,,money,"plata"
,,money,"moneda"
,,money,"dinero"
,,moon,"luna"
,,mother,"mamá"
,,mother,"madre"
,,mountain,"montón"
,,mountain,"montaña"
,,mouse,"ratón"
,,mouth,"boca"
,,move,"mover"
,,move,"trasladar"
,,move,"mudarse"
,,music,"música"
,,music,"musica"
,,mystery,"misterio"
,,name,"nombre"
,,nature,"naturaleza"
,,news,"noticias"
,,news,"noticia"
,,night,"noche"
,,nose,"nariz"
,,notice,"noticia"
,,notice,"notar"
,,notice,"notificación"
,,object,"objeto"
,,ocean,"mar"
,,ocean,"océano"
,,offer,"oferta"
,,offer,"ofrecer"
,,office,"despacho"
,,office,"oficio"
,,office,"oficina"
,,onion,"cebolla"
,,opinion,"opinión"
,,optimism,"optimismo"
,,orange,"naranja"
,,order,"pedir"
,,order,"ordenar"
,,order,"mandar"
,,order,"orden"
,,package,"paquete"
,,package,"empaquetar"
,,page,"página"
,,page,"hoja"
,,paint,"pintar"
,,paint,"pintura"
,,pan,"traste"
,,pan,"pila"
,,pan,"comal"
,,pan,"olla"
,,pan,"cacerola"
,,pan,"sartén"
,,paper,"papel"
,,paper,"ensayo"
,,parade,"parada"
,,parade,"desfile"
,,parade,"marche"
,,park,"parque"
,,party,"fiesta"
,,party,"partido"
,,pass,"dar"
,,pass,"paso"
,,pass,"pasar"
,,pass,"pase"
,,patience,"paciencia"
,,patient,"paciente"
,,pay,"pago"
,,pay,"pagar"
,,payment,"pago"
,,peace,"paz"
,,pen,"lapicero"
,,pen,"pluma"
,,pen,"bolígrafo"
,,pencil,"lápiz"
,,person,"persona"
,,photograph,"fotografía"
,,photograph,"foto"
,,photograph,"fotografiar"
,,piano,"piano"
,,pick,"escoger"
,,pick,"seleccionar"
,,pick,"recoger"
,,pick,"coger"
,,picture,"figura"
,,picture,"fotografía"
,,picture,"foto"
,,picture,"pintura"
,,picture,"cuadro"
,,pie,"pie"
,,pie,"pastel"
,,pie,"torta"
,,pie,"postre"
,,piece,"pedazo"
,,piece,"pieza"
,,piece,"trozo"
,,pile,"bonche"
,,pile,"montón"
,,pile,"apilar"
,,pile,"pila"
,,pity,"piedad"
,,pity,"lástima"
,,pity,"pena"
,,pity,"conmiserar"
,,plant,"plantar"
,,plant,"planta"
,,plate,"plato"
,,plate,"placa"
,,play,"tocar"
,,play,"jugar"
,,pleasure,"placer"
,,pleasure,"encanto"
,,pocket,"bolsa"
,,pocket,"bolsillo"
,,poet,"poeta"
,,point,"señalar"
,,point,"apuntar"
,,point,"punto"
,,porch,"terraza"
,,porch,"patio"
,,porch,"balcon"
,,porch,"veranda"
,,porch,"porche"
,,position,"posición"
,,potato,"papa"
,,potato,"patata"
,,pray,"orar"
,,pray,"rogar"
,,pray,"rezar"
,,prejudice,"prejuicio"
,,pressure,"apresurar"
,,pressure,"presión"
,,pretend,"aparentar"
,,pretend,"fingir"
,,pretend,"pretender"
