,Concept_ID,en,ja
,,put,"かけ"
,,put,"打つ"
,,put,"られ"
,,put,"まし"
,,put,"終止符"
,,put,"ます"
,,put,"打た"
,,put,"に"
,,put,"です"
,,put,"打ち"
,,put,"こと"
,,put,"の"
,,put,"が"
,,put,"と"
,,put,"わけ"
,,put,"なかっ"
,,put,"れ"
,,put,"でき"
,,put,"は"
,,put,"打っ"
,,put,"なり"
,,working,"者"
,,working,"を"
,,working,"接する"
,,working,"作業"
,,working,"に"
,,working,"する"
,,working,"介護"
,,working,"こと"
,,working,"の"
,,working,"に対する"
,,working,"看護"
,,working,"仕事"
,,working,"が"
,,working,"世話"
,,working,"と共に"
,,working,"働く"
,,working,"老人"
,,disliked,"だ"
,,disliked,"を"
,,disliked,"た"
,,disliked,"不快"
,,disliked,"あっ"
,,disliked,"さし"
,,disliked,"い"
,,disliked,"嫌っ"
,,disliked,"だっ"
,,disliked,"嫌気"
,,disliked,"に"
,,disliked,"毛嫌い"
,,disliked,"する"
,,disliked,"なっ"
,,disliked,"持っ"
,,disliked,"感"
,,disliked,"嫌い"
,,disliked,"嫌悪"
,,disliked,"こと"
,,disliked,"いや"
,,disliked,"看護"
,,disliked,"し"
,,disliked,"が"
,,disliked,"おり"
,,disliked,"嫌"
,,disliked,"ため"
,,disliked,"嫌がっ"
,,disliked,"て"
,,disliked,"指し"
,,disliked,"不満"
,,disliked,"で"
,,was,"だ"
,,was,"あり"
,,was,"いう"
,,was,"さ"
,,was,"た"
,,was,"を"
,,was,"あっ"
,,was,"い"
,,was,"だっ"
,,was,"まし"
,,was,"られ"
,,was,"に"
,,was,"ある"
,,was,"ます"
,,was,"動機"
,,was,"なっ"
,,was,"です"
,,was,"受け"
,,was,"来"
,,was,"こと"
,,was,"の"
,,was,"が"
,,was,"と"
,,was,"なかっ"
,,was,"れ"
,,was,"ため"
,,was,"でし"
,,was,"て"
,,was,"から"
,,was,"で"
,,weak,"弱い"
,,weak,"疾患"
,,weak,"た"
,,weak,"無力"
,,weak,"な"
,,weak,"弱っ"
,,weak,"高齢"
,,weak,"老衰"
,,weak,"身体"
,,weak,"虚弱"
,,weak,"か"
,,weak,"の"
,,weak,"体"
,,weak,"し"
,,weak,"か弱い"
,,weak,"で"
,,were,"弱い"
,,were,"の"
,,were,"老"
,,were,"あり"
,,were,"た"
,,were,"あっ"
,,were,"女性"
,,were,"い"
,,were,"だっ"
,,were,"でし"
,,were,"て"
,,were,"婦人"
,,were,"で"
,,receive,"を"
,,receive,"さ"
,,receive,"せ"
,,receive,"受け取る"
,,receive,"なく"
,,receive,"受け取ら"
,,receive,"は"
,,receive,"て"
,,receive,"受け"
,,salary,"給与"
,,salary,"の"
,,salary,"賃金"
,,salary,"価格"
,,salary,"給料"
,,salary,"が"
,,salary,"費"
,,salary,"人件"
,,increases,"増加"
,,increases,"値上げ"
,,increases,"額"
,,increases,"率"
,,increases,"引き上げ"
,,increases,"恩恵"
,,increases,"に"
,,increases,"スピード"
,,increases,"する"
,,increases,"の"
,,increases,"高騰"
,,increases,"影響"
,,increases,"速度"
,,increases,"ペース"
,,increases,"が"
,,increases,"向上"
,,increases,"は"
,,increases,"上昇"
,,his,"彼"
,,his,"た"
,,his,"担当"
,,his,"に"
,,his,"ます"
,,his,"する"
,,his,"同氏"
,,his,"この"
,,his,"の"
,,his,"今回"
,,his,"これら"
,,his,"自ら"
,,his,"監督"
,,his,"が"
,,his,"スピルバーグ"
,,his,"れ"
,,his,"氏"
,,his,"は"
,,his,"自身"
,,his,"殺さ"
,,his,"から"
,,his,"同"
,,patients,"患者"
,,imprisoned,"刑務所"
,,imprisoned,"に"
,,imprisoned,"入れ"
,,imprisoned,"投獄"
,,them,"たち"
,,them,"被害"
,,them,"彼ら"
,,them,"それら"
,,them,"者"
,,them,"患者"
,,them,"彼女"
,,them,"に"
,,them,"は"
,,them,"犠牲"
,,giving,"を"
,,giving,"与える"
,,giving,"こと"
,,only,"スタッフ"
,,only,"に"
,,only,"ない"
,,only,"やっ"
,,only,"ようやく"
,,only,"やっと"
,,only,"の"
,,only,"かも"
,,only,"唯一"
,,only,"が"
,,only,"隙"
,,only,"と"
,,only,"だけ"
,,only,"しれ"
,,only,"ところ"
,,only,"のみ"
,,only,"初めて"
,,only,"で"
,,victims,"彼"
,,victims,"の"
,,victims,"たち"
,,victims,"者"
,,victims,"は"
,,victims,"犠牲"
,,all,"の"
,,all,"それら"
,,all,"が"
,,all,"すべて"
,,all,"は"
,,all,"皆"
,,all,"全員"
,,all,"全て"
,,old,"の"
,,old,"年寄り"
,,old,"た"
,,old,"年老い"
,,old,"老い"
,,old,"年配"
,,old,"ある"
,,old,"高齢"
,,old,"弱っ"
,,old,"老齢"
,,old,"老人"
,,old,"で"
,,subsistence,"の"
,,subsistence,"生存"
,,subsistence,"自給"
,,subsistence,"社会"
,,subsistence,"構成"
,,subsistence,"生活"
,,subsistence,"自給自足"
,,systems,"の"
,,systems,"により"
,,systems,"を"
,,systems,"持つ"
,,systems,"なら"
,,systems,"システム"
,,systems,"種族"
,,systems,"生活"
,,systems,"場合"
,,systems,"は"
,,systems,"において"
,,systems,"制"
,,systems,"で"
,,hierarchical,"ヒエラルキー"
,,or,"あるいは"
,,or,"また"
,,or,"または"
,,cut,"抑える"
,,cut,"を"
,,cut,"下げる"
,,cut,"下げ"
,,cut,"切り下げる"
,,cut,"引き下げる"
,,cut,"する"
,,cut,"て"
,,cut,"削減"
,,can,"性"
,,can,"可能"
,,can,"が"
,,can,"ある"
,,can,"ので"
,,can,"ます"
,,can,"でき"
,,can,"ため"
,,can,"できる"
,,can,"こと"
,,can,"で"
,,support,"を"
,,support,"が"
,,support,"維持"
,,support,"サポート"
,,support,"に"
,,support,"支える"
,,support,"する"
,,support,"保つ"
,,support,"まかなう"
,,support,"対応"
,,support,"こと"
,,backing,"後押し"
,,backing,"た"
,,backing,"支持"
,,backing,"支援"
,,backing,"に"
,,backing,"する"
,,backing,"参入"
,,backing,"賛同"
,,backing,"対応"
,,backing,"こと"
,,backing,"の"
,,backing,"銀行"
,,backing,"し"
,,backing,"が"
,,backing,"いる"
,,backing,"て"
,,backing,"バックアップ"
,,withdrawal,"撤退"
,,withdrawal,"を"
,,withdrawal,"脱退"
,,withdrawal,"オリンピック"
,,withdrawal,"辞退"
,,withdrawal,"この"
,,withdrawal,"へ"
,,withdrawal,"の"
,,withdrawal,"退任"
,,withdrawal,"その"
,,withdrawal,"非"
,,withdrawal,"出国"
,,withdrawal,"行い"
,,withdrawal,"今回"
,,withdrawal,"行為"
,,withdrawal,"北京"
,,withdrawal,"が"
,,withdrawal,"降板"
,,withdrawal,"参加"
,,withdrawal,"は"
,,withdrawal,"行動"
,,withdrawal,"不参加"
,,comes,"撤退"
,,comes,"を"
,,comes,"さ"
,,comes,"始まり"
,,comes,"た"
,,comes,"おこり"
,,comes,"発表"
,,comes,"表明"
,,comes,"事態"
,,comes,"に"
,,comes,"決め"
,,comes,"の"
,,comes,"によって"
,,comes,"し"
,,comes,"及び"
,,comes,"が"
,,comes,"提案"
,,comes,"もの"
,,comes,"れ"
,,comes,"は"
,,comes,"発生"
,,comes,"として"
,,comes,"で"
,,fighting,"の"
,,fighting,"紛争"
,,fighting,"における"
,,fighting,"戦火"
,,fighting,"内戦"
,,fighting,"が"
,,fighting,"戦闘"
,,fighting,"に"
,,fighting,"勃発"
,,fighting,"暴動"
,,fighting,"戦い"
,,which,"により"
,,which,"スーダン"
,,which,"中国"
,,which,"政府"
,,which,"に"
,,which,"また"
,,which,"当局"
,,which,"なぜなら"
,,which,"それ"
,,which,"これ"
,,which,"の"
,,which,"その"
,,which,"によって"
,,which,"は"
,,which,"中"
,,which,"そして"
,,which,"というのも"
,,bears,"だ"
,,bears,"を"
,,bears,"さ"
,,bears,"取る"
,,bears,"スーダン"
,,bears,"政府"
,,bears,"熊"
,,bears,"強化"
,,bears,"ある"
,,bears,"べき"
,,bears,"に"
,,bears,"抱え"
,,bears,"耐え"
,,bears,"する"
,,bears,"感じ"
,,bears,"負担"
,,bears,"負う"
,,bears,"こと"
,,bears,"取ら"
,,bears,"の"
,,bears,"負っ"
,,bears,"問題"
,,bears,"が"
,,bears,"いる"
,,bears,"れ"
,,bears,"て"
,,bears,"で"
,,sociology,"の"
,,sociology,"を"
,,sociology,"という"
,,sociology,"学"
,,sociology,"と"
,,sociology,"科学"
,,sociology,"sociology"
,,sociology,"は"
,,sociology,"社会"
,,sociology,"強制"
,,new,"新しい"
,,academic,"の"
,,academic,"的"
,,academic,"学問"
,,academic,"学術"
,,academic,"な"
,,discipline,"領域"
,,discipline,"分野"
,,discipline,"習得"
,,is,"だ"
,,is,"ある"
,,is,"あり"
,,is,"ます"
,,is,"です"
,,is,"で"
,,it,"英国"
,,it,"た"
,,it,"形態"
,,it,"生活"
,,it,"近代"
,,it,"に"
,,it,"いえ"
,,it,"ます"
,,it,"社会"
,,it,"学問"
,,it,"分野"
,,it,"この"
,,it,"こと"
,,it,"それ"
,,it,"これ"
,,it,"成立"
,,it,"銀行"
,,it,"その"
,,it,"問題"
,,it,"し"
,,it,"学"
,,it,"が"
,,it,"と"
,,it,"領域"
,,it,"は"
,,it,"気候"
,,it,"変動"
,,modernity,"現代"
,,modernity,"性"
,,modernity,"が"
,,modernity,"モダン"
,,modernity,"近代"
,,modernity,"に"
,,modernity,"時代"
,,modernity,"社会"
,,modernity,"化"
,,modernity,"モダニズム"
,,emerged,"あり"
,,emerged,"た"
,,emerged,"現れ"
,,emerged,"生まれ"
,,emerged,"まし"
,,emerged,"登場"
,,emerged,"の"
,,emerged,"し"
,,emerged,"生み出さ"
,,emerged,"もの"
,,emerged,"れ"
,,emerged,"は"
,,emerged,"発達"
,,emerged,"誕生"
,,emerged,"生起"
,,emerged,"で"
,,technological,"の"
,,technological,"的"
,,technological,"技術"
,,technological,"テクノロジー"
,,technological,"が"
,,technological,"科学"
,,advances,"だ"
,,advances,"高度"
,,advances,"た"
,,advances,"進展"
,,advances,"な"
,,advances,"する"
,,advances,"進歩"
,,advances,"の"
,,advances,"革新"
,,advances,"発展"
,,advances,"し"
,,advances,"向上"
,,advances,"が"
,,advances,"進ん"
,,advances,"と"
,,advances,"は"
,,advances,"進化"
,,advances,"発達"
,,people,"が"
,,people,"当時"
,,people,"に"
,,people,"は"
,,people,"人間"
,,people,"人"
,,people,"人々"
,,people,"我々"
,,cultures,"文化"
,,cultures,"異"
,,cultures,"仲間"
,,traditional,"の"
,,traditional,"伝統"
,,traditional,"昔"
,,traditional,"な"
,,traditional,"的"
,,traditional,"従来"
,,traditional,"まで"
,,traditional,"元来"
,,traditional,"から"
,,traditional,"それ"
,,norms,"価値"
,,norms,"日常"
,,norms,"規律"
,,norms,"慣習"
,,norms,"が"
,,norms,"基準"
,,norms,"常識"
,,norms,"世紀"
,,norms,"観"
,,norms,"規範"
,,norms,"習慣"
,,norms,"規則"
,,norms,"決まり"
,,customs,"の"
,,customs,"週刊"
,,customs,"価値"
,,customs,"を"
,,customs,"慣習"
,,customs,"が"
,,customs,"基準"
,,customs,"常識"
,,customs,"文化"
,,customs,"習慣"
,,customs,"観"
,,included,"あり"
,,included,"を"
,,included,"た"
,,included,"あっ"
,,included,"も"
,,included,"い"
,,included,"まし"
,,included,"に"
,,included,"含み"
,,included,"ます"
,,included,"含め"
,,included,"する"
,,included,"感じ"
,,included,"なっ"
,,included,"です"
,,included,"意味"
,,included,"こと"
,,included,"の"
,,included,"つながっ"
,,included,"一部"
,,included,"と"
,,included,"伴う"
,,included,"もの"
,,included,"て"
,,included,"なり"
,,included,"で"
,,how,"どう"
,,how,"に"
,,how,"よう"
,,how,"どの"
,,works,"の"
,,works,"事"
,,works,"を"
,,works,"し"
,,works,"動い"
,,works,"という"
,,works,"いく"
,,works,"てる"
,,works,"動作"
,,works,"いる"
,,works,"動き"
,,works,"か"
,,works,"する"
,,works,"て"
,,works,"機能"
,,understanding,"の"
,,understanding,"を"
,,understanding,"考え直す"
,,understanding,"し"
,,understanding,"が"
,,understanding,"理解"
,,understanding,"定義"
,,understanding,"に"
,,understanding,"考え"
,,understanding,"まで"
,,understanding,"それ"
,,understanding,"認識"
,,these,"の"
,,these,"新しい"
,,these,"その"
,,these,"こう"
,,these,"た"
,,these,"これら"
,,these,"いっ"
,,these,"な"
,,these,"こうした"
,,these,"直面"
,,these,"よう"
,,these,"する"
,,these,"この"
,,changes,"の"
,,changes,"に"
,,changes,"社会"
,,changes,"問題"
,,changes,"変化"
,,changes,"課題"
,,social,"の"
,,social,"その"
,,social,"を"
,,social,"ここ"
,,social,"た"
,,social,"な"
,,social,"見"
,,social,"られ"
,,social,"に"
,,social,"属する"
,,social,"的"
,,social,"社会"
,,social,"よう"
,,social,"中"
,,social,"で"
,,groups,"を"
,,groups,"団体"
,,groups,"軍団"
,,groups,"グループ"
,,groups,"が"
,,groups,"人々"
,,groups,"集団"
,,what,"の"
,,what,"なる"
,,what,"を"
,,what,"何"
,,what,"が"
,,what,"な"
,,what,"と"
,,what,"ある"
,,what,"に"
,,what,"は"
,,what,"よう"
,,what,"か"
,,what,"どの"
,,what,"要因"
,,what,"で"
,,solidarity,"団体"
,,solidarity,"堅固"
,,solidarity,"つながり"
,,solidarity,"性"
,,solidarity,"が"
,,solidarity,"団結"
,,solidarity,"孤立"
,,solidarity,"連動"
,,solidarity,"規範"
,,solidarity,"結束"
,,solidarity,"制"
,,solidarity,"連帯"
,,solidarity,"集団"
,,socius,"誤"
,,socius,"soucius"
,,socius,"ソシウス"
,,socius,"socius"
,,socius,"により"
,,socius,"ソシオス"
,,socius,"山"
,,socius,"蘇州"
,,socius,"っす"
,,socius,"ｓｏｃｉｕｓ"
,,socius,"格"
,,socius,"回"
,,socius,"ソウス"
,,socius,"これ"
,,companion,"友達"
,,companion,"者"
,,companion,"友"
,,companion,"同僚"
,,companion,"伴侶"
,,companion,"一緒"
,,companion,"仲間"
,,companion,"ある"
,,companion,"同伴"
,,companion,"コンパニオン"
,,companion,"で"
,,associate,"者"
,,associate,"共同"
,,associate,"つながり"
,,associate,"同僚"
,,associate,"仲間"
,,associate,"同盟"
,,associate,"アソシエイト"
,,associate,"協業"
,,associate,"する"
,,associate,"関係"
,,associate,"協力"
,,associate,"関連"
,,associate,"連帯"
,,associate,"集団"
,,logia,"の"
,,logia,"ロジア"
,,logia,"logion"
,,logia,"ロ"
,,logia,"複数"
,,logia,"持つ"
,,logia,"ｌｏｇｉａ"
,,logia,"logia"
,,logia,"路地"
,,logia,"形"
,,logia,"ギア"
,,logia,"や"
,,speech,"発話"
,,speech,"スピーチ"
,,speech,"説"
,,speech,"話す"
,,speech,"研究"
,,speech,"発言"
,,speech,"談話"
,,speech,"演説"
,,speech,"言語"
,,speech,"言論"
,,speech,"意見"
,,speech,"言葉"
,,achieving,"成立"
,,achieving,"を"
,,achieving,"さ"
,,achieving,"せる"
,,achieving,"達成"
,,achieving,"到達"
,,achieving,"得よ"
,,achieving,"成し遂げよ"
,,achieving,"に"
,,achieving,"ため"
,,achieving,"する"
,,achieving,"う"
,,achieving,"送る"
,,go,"実行"
,,go,"貢献"
,,go,"を"
,,go,"伝わっ"
,,go,"進み"
,,go,"所持"
,,go,"て"
,,go,"進行"
,,go,"向かい"
,,go,"行う"
,,go,"保護"
,,go,"し"
,,go,"いか"
,,go,"進め"
,,go,"行く"
,,go,"なし"
,,go,"進める"
,,go,"で"
,,go,"施策"
,,go,"取り組ん"
,,go,"いく"
,,therefore,"その"
,,therefore,"したがって"
,,therefore,"よって"
,,therefore,"つまり"
,,therefore,"故に"
,,therefore,"ゆえ"
,,therefore,"に"
,,therefore,"ため"
,,therefore,"すなわち"
,,therefore,"ゆえに"
,,therefore,"それ"
,,nurses,"師"
,,nurses,"看護"
,,nurses,"婦"
,,racing,"競争"
,,racing,"を"
,,racing,"し"
,,racing,"も"
,,racing,"進ん"
,,racing,"行っ"
,,racing,"て"
,,racing,"起こっ"
,,racing,"上昇"
,,racing,"で"
,,shows,"示す"
,,shows,"を"
,,shows,"た"
,,shows,"見せる"
,,shows,"出し"
,,shows,"示し"
,,shows,"勧告"
,,shows,"ます"
,,shows,"提示"
,,shows,"出す"
,,shows,"見せ"
,,shows,"し"
,,shows,"言い渡し"
,,shows,"突きつける"
,,gesture,"姿勢"
,,protest,"の"
,,protest,"で"
,,protest,"を"
,,protest,"た"
,,protest,"示し"
,,protest,"異議"
,,protest,"ある"
,,protest,"抗議"
,,protest,"反"
,,protest,"意"
,,protest,"する"
,,protest,"唱える"
,,protest,"反対"
,,oil,"石油"
,,ongoing,"の"
,,ongoing,"し"
,,ongoing,"継続"
,,ongoing,"も"
,,ongoing,"行わ"
,,ongoing,"数"
,,ongoing,"な"
,,ongoing,"多く"
,,ongoing,"いる"
,,ongoing,"れ"
,,ongoing,"進行"
,,ongoing,"的"
,,ongoing,"て"
,,ongoing,"現在"
,,emphasizing,"意思"
,,emphasizing,"議論"
,,emphasizing,"を"
,,emphasizing,"た"
,,emphasizing,"せる"
,,emphasizing,"強く"
,,emphasizing,"い"
,,emphasizing,"ながら"
,,emphasizing,"に"
,,emphasizing,"ます"
,,emphasizing,"する"
,,emphasizing,"なっ"
,,emphasizing,"結果"
,,emphasizing,"つつ"
,,emphasizing,"強調"
,,emphasizing,"続い"
,,emphasizing,"し"
,,emphasizing,"が"
,,emphasizing,"いる"
,,emphasizing,"は"
,,emphasizing,"際立た"
,,emphasizing,"て"
,,community,"社会"
,,community,"コミュニティ"
,,do,"行う"
,,should,"は"
,,should,"ない"
,,should,"し"
,,should,"なら"
,,should,"て"
,,should,"なく"
,,should,"べき"
,,again,"再度"
,,again,"の"
,,again,"また"
,,again,"再発"
,,again,"再び"
,,different,"異なっ"
,,different,"た"
,,different,"違う"
,,different,"異なる"
,,different,"人々"
,,warranted,"保証"
,,warranted,"うえつけ"
,,warranted,"を"
,,warranted,"た"
,,warranted,"さ"
,,warranted,"批判"
,,warranted,"正当"
,,warranted,"られ"
,,warranted,"まし"
,,warranted,"機会"
,,warranted,"及ぼし"
,,warranted,"与え"
,,warranted,"必要"
,,warranted,"する"
,,warranted,"生じ"
,,warranted,"の"
,,warranted,"し"
,,warranted,"という"
,,warranted,"確立"
,,warranted,"が"
,,warranted,"もの"
,,warranted,"れ"
,,warranted,"確信"
,,warranted,"化"
,,warranted,"でし"
,,warranted,"として"
,,sociologists,"たち"
,,sociologists,"者"
,,sociologists,"た"
,,sociologists,"ら"
,,sociologists,"ある"
,,sociologists,"まし"
,,sociologists,"科学"
,,sociologists,"は"
,,sociologists,"社会"
,,sociologists,"学者"
,,sociologists,"しかし"
,,sociologists,"で"
,,possible,"講じ"
,,possible,"を"
,,possible,"修復"
,,possible,"な"
,,possible,"ある"
,,possible,"考え"
,,possible,"られる"
,,possible,"ない"
,,possible,"何らかの"
,,possible,"できる"
,,possible,"対応"
,,possible,"の"
,,possible,"うる"
,,possible,"有効"
,,possible,"かも"
,,possible,"性"
,,possible,"可能"
,,possible,"しれ"
,,solutions,"手段"
,,solutions,"を"
,,solutions,"解決"
,,solutions,"法"
,,solutions,"策"
,,exploring,"見つける"
,,exploring,"探る"
,,exploring,"探求"
,,exploring,"を"
,,exploring,"た"
,,exploring,"たり"
,,exploring,"探そ"
,,exploring,"まし"
,,exploring,"提示"
,,exploring,"見出そ"
,,exploring,"する"
,,exploring,"か"
,,exploring,"できる"
,,exploring,"こと"
,,exploring,"の"
,,exploring,"し"
,,exploring,"探す"
,,exploring,"という"
,,exploring,"見つけよ"
,,exploring,"と"
,,exploring,"いる"
,,exploring,"探ろ"
,,exploring,"解明"
,,exploring,"探索"
,,exploring,"て"
,,exploring,"う"
,,exploring,"模索"
,,exploring,"試み"
,,exploring,"検討"
,,responded,"しよ"
,,responded,"た"
,,responded,"答え"
,,responded,"答えよ"
,,responded,"応えよ"
,,responded,"応え"
,,responded,"まし"
,,responded,"社会"
,,responded,"する"
,,responded,"挑み"
,,responded,"対応"
,,responded,"き"
,,responded,"の"
,,responded,"し"
,,responded,"持つ"
,,responded,"が"
,,responded,"と"
,,responded,"他"
,,responded,"いる"
,,responded,"ため"
,,responded,"世界"
,,responded,"て"
,,responded,"う"
,,term,"の"
,,term,"という"
,,term,"と"
,,term,"ある"
,,term,"単語"
,,term,"言う"
,,term,"表現"
,,term,"で"
,,term,"用語"
,,term,"言葉"
,,sudanese,"の"
,,sudanese,"スーダン"
,,mobility,"手段"
,,mobility,"近代"
,,mobility,"人"
,,mobility,"自由"
,,mobility,"の"
,,mobility,"その"
,,mobility,"性"
,,mobility,"ころ"
,,mobility,"移動"
,,mobility,"が"
,,mobility,"機動"
,,mobility,"mobility"
,,mobility,"交通"
,,mobility,"モビリティ"
,,mobility,"化"
,,mobility,"流動"
,,increasing,"増加"
,,increasing,"た"
,,increasing,"進み"
,,increasing,"まし"
,,increasing,"に"
,,increasing,"容易"
,,increasing,"する"
,,increasing,"なっ"
,,increasing,"ますます"
,,increasing,"高まる"
,,increasing,"増し"
,,increasing,"こと"
,,increasing,"発展"
,,increasing,"し"
,,increasing,"実現"
,,increasing,"向上"
,,increasing,"いる"
,,increasing,"増え"
,,increasing,"拡大"
,,increasing,"て"
,,increasing,"発達"
,,increasing,"なり"
,,this,"こうした"
,,this,"は"
,,this,"よう"
,,this,"この"
,,this,"な"
,,this,"これ"
,,exposure,"触れ合う"
,,exposure,"た"
,,exposure,"接触"
,,exposure,"交流"
,,exposure,"遭遇"
,,exposure,"文化"
,,exposure,"機会"
,,exposure,"に"
,,exposure,"接点"
,,exposure,"触れる"
,,exposure,"する"
,,exposure,"なっ"
,,exposure,"出会う"
,,exposure,"こと"
,,exposure,"浸る"
,,exposure,"の"
,,exposure,"変化"
,,exposure,"暴露"
,,exposure,"未知"
,,exposure,"が"
,,exposure,"と"
,,exposure,"拡大"
,,exposure,"直面"
,,exposure,"は"
,,exposure,"露出"
,,exposure,"異"
,,structures,"仕組み"
,,structures,"構造"
,,problems,"心臓"
,,problems,"に"
,,problems,"疾患"
,,problems,"病"
,,problems,"の"
,,problems,"問題"
,,problems,"が"
,,together,"に"
,,together,"一緒"
,,together,"一つ"
,,together,"共に"
,,life,"刑"
,,life,"終身"
,,study,"学問"
,,study,"する"
,,study,"研究"
,,study,"学習"
,,holds,"を"
,,holds,"た"
,,holds,"形作る"
,,holds,"し"
,,holds,"保持"
,,holds,"もたらし"
,,holds,"いる"
,,holds,"て"
,,holds,"か"
,,holds,"まとまっ"
,,understand,"を"
,,understand,"理解"
,,relatively,"に"
,,relatively,"的"
,,relatively,"比較的"
,,relatively,"比較"
,,revised,"改めて"
,,minister,"の"
,,minister,"が"
,,minister,"大臣"
,,struggles,"ます"
,,struggles,"し"
,,struggles,"て"
,,struggles,"苦戦"
,,struggles,"い"
,,better,"高い"
,,better,"良い"
,,better,"向上"
,,better,"より"
,,offered,"れ"
,,offered,"提供"
,,offered,"与え"
,,offered,"さ"
,,offered,"する"
,,offered,"提示"
,,offered,"られ"
,,need,"だ"
,,need,"なけれ"
,,need,"あり"
,,need,"な"
,,need,"ある"
,,need,"ます"
,,need,"必要"
,,need,"ない"
,,need,"する"
,,need,"こと"
,,need,"の"
,,need,"必ずしも"
,,need,"事"
,,need,"なら"
,,need,"が"
,,need,"いか"
,,need,"ば"
,,need,"いる"
,,need,"は"
,,need,"で"
,,matters,"事態"
,,matters,"さらに"
,,matters,"を"
,,professionals,"関係"
,,professionals,"者"
,,professionals,"家"
,,professionals,"専門"
,,who,"の"
,,who,"彼ら"
,,who,"は"
,,who,"これら"
,,who,"人々"
,,clean,"を"
,,clean,"優しい"
,,clean,"公害"
,,clean,"恒久"
,,clean,"な"
,,clean,"クリーン"
,,clean,"に"
,,clean,"的"
,,clean,"ない"
,,clean,"引き起こさ"
,,clean,"地球"
,,technologies,"の"
,,technologies,"技術"
,,technologies,"など"
,,technologies,"テクノロジー"
,,technologies,"エネルギー"
,,low,"低く"
,,low,"低い"
,,times,"の"
,,times,"に"
,,times,"倍"
,,greater,"の"
,,greater,"多い"
,,greater,"も"
,,greater,"大きい"
,,greater,"多く"
,,greater,"高い"
,,greater,"に"
,,greater,"非常"
,,greater,"なり"
,,uncultivated,"の"
,,uncultivated,"未開拓"
,,uncultivated,"まま"
,,each,"それぞれ"
,,each,"は"
,,each,"それ"
,,not,"は"
,,not,"ない"
,,not,"という"
,,not,"わけ"
,,not,"で"
,,resulted,"まし"
,,resulted,"た"
,,resulted,"もたらし"
,,england,"英国"
,,england,"イングランド"
,,england,"イギリス"
,,particularly,"特に"
,,interest,"の"
,,interest,"利子"
,,rates,"レート"
,,trying,"試み"
,,contributed,"貢献"
,,contributed,"こ"
,,contributed,"なかっ"
,,contributed,"は"
,,contributed,"た"
,,contributed,"し"
,,contributed,"て"
,,they,"が"
,,they,"それら"
,,they,"は"
,,they,"彼ら"
,,worse,"悪く"
,,coined,"作ら"
,,coined,"れ"
,,coined,"た"
,,further,"まだまだ"
,,the,"世紀"
,,the,"崩壊"
,,early,"初頭"
,,varied,"異なる"
,,varied,"さまざま"
,,counts,"法廷"
,,own,"もの"
,,fastest,"最も"
,,fastest,"速い"
,,living,"生活"
,,standards,"標準"
,,bearing,"て"
,,bearing,"受け"
,,bearing,"を"
